Titre,Date de publication,URL,Contenu,sentiment_finbert,sentiment_label,sentiment_score,sentiment_numerique
Commercial Aircraft - Passenger Aircraft - Airbus,"Wed, 03 Nov 2021 08:07:30 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vcHJvZHVjdHMtc2VydmljZXMvY29tbWVyY2lhbC1haXJjcmFmdC9wYXNzZW5nZXItYWlyY3JhZnTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Airbus aircraft have become the preferred choice for passengers and operators around the globe. There’s nowhere they can’t go. From low-cost carriers to full-service airlines, and from short-haul to many of the longest routes worldwide.

The company’s product line of passenger aircraft is characterised by the highest standards of comfort, unrivalled economics and versatility with a commitment to progressively reduce emissions for a more sustainable aviation industry. Airbus’ A320 Family is the undisputed leader in the single-aisle category, now joined by the A220 Family; while the twin-engine A330 Family can cover long-range requirements. The double-deck A380 is the largest Airbus aircraft and introduced many key innovations that are now embedded in the latest generation of aircraft.

The A350 epitomises Airbus’ five decades of experience and expertise in shaping the future of air travel. By creating an aircraft family that meets market requirements for size, range, revenue generation, passenger comfort and the environment, Airbus has delivered a new-generation passenger aircraft that is at the pinnacle of modern aviation.","{'label': 'Positive', 'score': 0.9999887943267822}",positive,0.9999887943267822,1
Airbus and its partners demonstrate how sharing the skies can save airlines fuel and reduce CO2 emissions - Airbus,"Tue, 09 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vbmV3c3Jvb20vcHJlc3MtcmVsZWFzZXMvMjAyMS0xMS1haXJidXMtYW5kLWl0cy1wYXJ0bmVycy1kZW1vbnN0cmF0ZS1ob3ctc2hhcmluZy10aGUtc2tpZXMtY2FuLXNhdmXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Toulouse/Montreal, 09 November 2021 – Airbus has performed the first long-haul demonstration of formation flight in general air traffic (GAT) regulated transatlantic airspace with two A350 aircraft flying at three kilometers apart from Toulouse, France to Montreal, Canada. The aircraft were greeted at Montreal-Trudeau International Airport. Over 6 tons of CO2 emissions were saved on the trip, confirming the potential for more than a 5% fuel saving on long-haul flights.

The “final demonstration” test flight took place on 9 November 2021 involving two A350 test aircraft, MSN1 and MSN59, the former as the leader aircraft and the latter as the follower. This was made possible with flight control systems developed by Airbus which position the follower aircraft safely in the wake updraft of the leader aircraft allowing it to reduce engine thrust and reduce fuel consumption. A similar principle can be observed with large migrating birds such as geese, which fly together in a distinct V-shaped formation.

Sabine Klauke, Chief Technical Officer at Airbus declared: “This demonstration flightis a concrete example of our commitment to making our decarbonisation roadmap a reality. It also speaks to how collaboration across the industry will be key to making this happen. We have received a strong level of support for this project from our airline and air traffic partners, plus regulators. The opportunity to get this deployed for passenger aircraft around the middle of this decade is very promising. Imagine the potential if fello’fly was deployed across the industry!”

Pilots from Airbus partner airlines SAS Scandinavian Airlines and Frenchbee witnessed the transatlantic flight onboard as observers. The flight was made possible by Airbus and its air traffic management partners and navigation service providers (DSNA, NATS, NAV CANADA, Eurocontrol and IAA), with the support of the DGAC, who together proved that wake energy retrieval flight technology leveraged in a fello’fly flight can be achieved without compromising safety. The demonstration also shows how fello’fly operations could significantly boost environmental performance of commercial aircraft and contribute to the aviation industry’s decarbonisation targets in the immediate term.

The next step is to get the support of the authorities so that this new operational concept can be certified, and ultimately enable airlines to reduce their fuel burn and CO2 emissions.

The Airbus pioneering fello’fly flight was welcomed upon its arrival in Montreal by the Council President and Secretary General of the UN aviation agency, ICAO. Council President Salvatore Sciacchitano said the demonstration represented “an inspiring example of the level of current commitment to reduce aviation emissions,” while ICAO Secretary General Juan Carlos Salazar remarked on how it reflected “the incredible diversity of air transport innovations now being realized to meet the sector’s targets and ensure flying becomes more and more sustainable.”

Launched in 2019, fello’fly is a flight demonstrator project hosted within Airbus UpNext using biomimicry (the design and production of materials, structures and systems inspired by nature). Airbus UpNext is a wholly-owned Airbus subsidiary and part of the Airbus innovation ecosystem, created to give future technologies a development fast-track by building demonstrators at speed and scale, in order to evaluate, mature and validate potential new products and services that encompass radical technological breakthroughs.

@Airbus #sustainability #AirbusUpNext @ICAO","{'label': 'Neutral', 'score': 0.8455362915992737}",neutral,0.8455362915992737,0
Airbus Ventures - Innovation Ecosystem - Airbus,"Wed, 03 Nov 2021 08:15:31 GMT",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vaW5ub3ZhdGlvbi9pbm5vdmF0aW9uLWVjb3N5c3RlbS9haXJidXMtdmVudHVyZXPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Headquartered in Silicon Valley with offices in Paris and Tokyo, Airbus Ventures is a fast-moving, early-stage venture capital company that independently funds and supports start-ups impacting the aerospace industry. Airbus Ventures has proudly helped inspiring innovators reach new dimensions of achievement since 2015.

Mission Airbus Ventures gets sight of extraordinary start-ups that are destined to redefine the aerospace industry. Because it operates independently from Airbus, Airbus Ventures can co-invest with traditional top-tier venture-capital firms, meeting their expectations for financial discipline, speed of diligence, execution and robust returns. The result is much more relevant business value to Airbus and its portfolio companies.

Projects Airbus Ventures invests in start-ups working to advance aerospace solutions on a variety of topics, from autonomy to industrial efficiency. Its portfolio’s success rate is extraordinarily high: Airbus Ventures can mitigate business risks by ensuring its due diligence process is rigorous. This meticulous approach is highly attractive to partnering venture capital funds.

Our topics for investment

Autonomy Safe and reliable vehicle autonomy, airspace management for drones, mobility platforms, autonomous driving, avatar and remote presence, remote aerial sensing and surveillance, drone detection and management

Electrification Electric-propulsion technology, fast battery charging

Industrial efficiency Ultra-low-power semiconductors, micro-location technologies, sound analysis, industry 4.0 mobile collaboration, quantum computing, self-driving shuttle, digital automotive retail, indoor drone shows system

Materials Carbon-fibre recycling

New space Nano-satellite IOT network, software-driven communications infrastructure, space debris mapping, kinetic energy launch system

Security Biological neurons, co-processors, IOT cybersecurity

Learn more about Airbus Ventures

Discover our Innovation Ecosystem at Airbus

Acubed Transforming risk into opportunity to build the future of flight

Airbus China Innovation Centre Fast-tracking innovation in the heart of China

Airbus Scale Scaling aerospace innovation for business value

Airbus UpNext Flying future technologies today

Airbus Flightlab A flying laboratory to deliver proof of concept","{'label': 'Positive', 'score': 0.9999990463256836}",positive,0.9999990463256836,1
Military Aircraft - Airbus,"Wed, 03 Nov 2021 08:15:25 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vcHJvZHVjdHMtc2VydmljZXMvZGVmZW5jZS9taWxpdGFyeS1haXJjcmFmdNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Military aircraft

Armed forces around the globe rely on Airbus’ proven family of military aircraft to meet their missions – day after day, underscoring the company’s ability to design, produce and support fixed-wing assets that serve a broad range of applications.

Airbus’ current product line includes the world’s most versatile airlifter, the A400M; the robust and reliable C295 tactical transporter; the new-generation A330 Multi Role Tanker Transport (MRTT); and Eurofighter, the most modern swing-role fighter ever conceived.

Aligned with its commitment to world-class customer support, Airbus provides an extended portfolio of services to ensure that customers fulfill their missions in even the most challenging conditions. The portfolio includes training of flight and ground crews, solutions for MRO (maintenance, repair, and overhaul), aircraft and system upgrades, along with material services and support engineering.","{'label': 'Positive', 'score': 0.9999443292617798}",positive,0.9999443292617798,1
Airbus foresees demand for 39000 new passenger & freighter aircraft by 2040 - Airbus,"Sat, 13 Nov 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vbmV3c3Jvb20vcHJlc3MtcmVsZWFzZXMvMjAyMS0xMS1haXJidXMtZm9yZXNlZXMtZGVtYW5kLWZvci0zOTAwMC1uZXctcGFzc2VuZ2VyLWZyZWlnaHRlci1haXJjcmFmdNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Retirement of older aircraft to accelerate, demand progressively more driven by replacement, supporting the industry’s decarbonisation objectives

Demand for air transport will continue to grow, driven by GDP, rising middle class and desire to explore and connect

Continued improvements in fleet efficiency, sustainable fuels, operations and propulsion technologies will enable the sector’s 2050 net-zero objective

Need for over 550,000 new pilots and over 710,000 highly skilled technicians over the next 20 years

Dubai, 13 November 2021 – In the next 20 years, Airbus forecasts demand for air transport to progressively shift from fleet growth to the accelerated retirement of older, less fuel-efficient aircraft, resulting in a need for some 39,000 new-build passenger and freighter aircraft, 15,250 of these for replacement. As a consequence, by 2040 the vast majority of commercial aircraft in operation will be of the latest generation, up from some 13% today, considerably improving the CO2 efficiency of the world’s commercial aircraft fleets. The economic benefits of aviation extend beyond the sector, contributing around 4% to annual global GDP and sustaining some 90 million jobs worldwide.

While having lost nearly two years of growth over the COVID period, passenger traffic has demonstrated its resilience and is set to reconnect to an annual growth of 3.9% per year, driven by expanding economies and commerce around the globe including tourism. The middle classes, who are the likeliest to fly, will grow in number by two billion people to 63% of the world’s population. The fastest traffic growth will be in Asia with domestic China becoming the largest market.

The demand for new aircraft will include around 29,700 Small aircraft like the A220 and A320 Families, as well as about 5,300 in the Medium aircraft category such as the A321XLR and the A330neo. In the Large segment, covered by the A350, a need for some 4,000 deliveries is expected by 2040.

Cargo demand, boosted by e-commerce, is driven by an expected growth in express freight of 4.7% per year and a general cargo (representing about 75% of the market) growth of 2.7%. Overall, over the next 20 years there will be a need for some 2,440 freighters, of which 880 will be new-build.

In line with growth, ever more efficient aircraft operations globally increase the need for commercial aviation services - including maintenance, training, upgrades, flight operations, dismantling and recycling. This growth is on track at Airbus’ pre-pandemic forecast levels reaching a cumulative value of around $4.8Tn in the next 20 years. While continuing through a COVID-related downdip of some 20% over the 2020-2025 period, the services market is rebounding, triggering a need for some 550,000+ new pilots and 710,000+ highly skilled technicians over the next 20 years. While maintenance will remain the leading services segment, flight, ground operations and sustainable services are also expected to grow significantly.

“As economies and air transport mature, we see demand increasingly driven by replacement rather than growth. Replacement being today’s most significant driver for decarbonisation. The world is expecting more sustainable flying and this will be made possible in the short-term by the introduction of most modern airplanes,” said Christian Scherer, Chief Commercial Officer and Head of Airbus International. “Powering these new, efficient aircraft with Sustainable Aviation Fuels (SAF) is the next big lever. We pride ourselves that all our aircraft - the A220, A320neo Family, the A330neo and the A350 - are already certified to fly with a blend of 50% SAF, set to rise to 100% by 2030 - before making ZEROe our next reality from 2035 onwards.”

The global aviation industry has already achieved huge efficiency gains, as shown by the 53% decline in aviation’s CO2 emissions per revenue passenger kilometre since 1990. Airbus’ product range supports at least a 20% CO2 efficiency gain over previous-generation aircraft. In view of further ongoing innovations, product developments, operational improvements as well as market based options, Airbus is supporting the air transport sector’s target to reach net-zero carbon emissions by 2050.



#AirbusGMF","{'label': 'Positive', 'score': 0.9999991655349731}",positive,0.9999991655349731,1
Train | Services - Airbus Aircraft,"Wed, 03 Nov 2021 16:53:17 GMT",https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vYWlyY3JhZnQuYWlyYnVzLmNvbS9lbi9zZXJ2aWNlcy90cmFpbtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"The aviation industry faces new challenges every day. Proximity, technology, competitiveness, training for the individual and extended partnerships are the new horizons for today and tomorrow. As the leading aircraft manufacturer, we are taking a proactive initiative to reach these new horizons together with our end-to-end training offer.","{'label': 'Negative', 'score': 0.997538685798645}",negative,0.997538685798645,-1
A220 Family - Airbus,"Wed, 03 Nov 2021 08:16:19 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vcHJvZHVjdHMtc2VydmljZXMvY29tbWVyY2lhbC1haXJjcmFmdC9wYXNzZW5nZXItYWlyY3JhZnQvYTIyMC1mYW1pbHnSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"The A220 has become the clear favourite of passengers in the 100 to 150-seat aircraft category, with rave reviews for its roomy cabin, large windows and spacious overhead bins, as well as highly capable in-flight entertainment systems and Wi-Fi.

From the start, the single-aisle A220 Family was designed to feel like a wide-body aircraft. The cabin provides passengers with wide seats and generous personal space for a super comfortable experience. Its new-generation engines contribute to the quietest interior in its class while also burning less fuel and reducing noise levels during airport operations.

A modern design



Bringing together state-of-the-art aerodynamics, advanced materials and latest-generation technologies and engines, the A220 has a range of up to 3,600 (6,700 km), with an impressive environmental scorecard.

Powering the A220-100 and the A220-300 are two Pratt & Whitney GTF™ engines specifically tailored for the A220. With a bypass ratio of 12:1 – among the highest of any turbofan engine in the world – these powerplants contribute to the A220’s 25% lower fuel burn per seat when compared to previous-generation aircraft, as well as half the noise footprint and decreased emissions.

Together, the A220 Family represents the most efficient aircraft product line in its category, with environmental benefits, reduced fuel burn and low noise levels. This makes the A220 Family aircraft ideal for urban operations and noise-sensitive airports.","{'label': 'Positive', 'score': 0.9998841285705566}",positive,0.9998841285705566,1
Inclusion and diversity - Airbus,"Tue, 02 Nov 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vc3VzdGFpbmFiaWxpdHkvdmFsdWluZy1wZW9wbGUvaW5jbHVzaW9uLWFuZC1kaXZlcnNpdHnSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"At Airbus, we believe there is power in being different. Every day, our people express their unique voices and draw from their rich experiences to bring fresh ideas to our company. This is why we are committed to fostering inclusion and diversity in the workplace - one that welcomes every one of us.

We are stronger together show more show less To celebrate Pride Month, the Pride@Airbus network of LGBT+ staff and allies - committed to driving inclusion and diversity within Airbus - is highlighting the importance of everyone being free to bring their whole self to work.

Our definition of an inclusive and diverse workplace We want our people to feel they can bring their best selves to work. To make this possible, we need to ensure our working environment is a safe space in which our people are respected and valued for their differences. For us, we define an inclusive and diverse workplace as the following: Inclusive: Every voice needs to be valued and heard in an inclusive workplace. We surround ourselves with people from diverse backgrounds to learn from each other’s knowledge and experiences, and to foster open-based collaboration.

Every voice needs to be valued and heard in an inclusive workplace. We surround ourselves with people from diverse backgrounds to learn from each other’s knowledge and experiences, and to foster open-based collaboration. Diverse: For us, diversity speaks to both the visible factors that describe an individual in terms of gender, age and race; as well as the invisible factors such as background, personality, experience, ethnicity and sexual orientation.

01 / 04 arrow_back arrow_forward arrow_back 01 / 04 arrow_forward

A welcoming space for all of us There is no question that an inclusive and diverse workforce drives innovation at Airbus. It also makes us stronger as a team. Today, our workforce unites people from 140 nations, and more than 20 languages are spoken across our sites worldwide. Aerospace is historically a male-dominated industry. We are committed to changing that. We welcome people from all backgrounds and strive to increase representation from traditionally underrepresented groups.

Towards a more inclusive workforce

Women Promoting gender parity is a top priority in our recruitment efforts. We are also committed to facilitating the progression of women to leadership positions through our “Balance for Business” employee resource group. To foster pay equity, we are signatories to the UK Women in Aviation and Aerospace Charter, and we welcome the UK and French governments’ Gender Pay Gap Reports.

LGBTI+ We were among the early adopters of the UN’s LGBTI Standards of Conduct for Business in the aerospace industry. This framework guides us in our efforts to advocate for ending discrimination against lesbian, gay, bisexual, transgender and intersex people.

People with a (dis)ability Disability is not a barrier at Airbus. We champion initiatives that promote equal opportunity. We also encourage dialogue and awareness of our people with (dis)abilities—both visible and non-visible disabilities. Since 2011, we have partnered with disability-friendly companies in France, Germany, UK and Spain.

Millennials We are a multi-generational company. Today, the millennial generation (under 40) represents a third of our workforce, and is our fastest-growing population. We work hard to foster a workplace environment that empowers their unique talents, and fits in with their ambitions, values and ways of working.","{'label': 'Positive', 'score': 0.9971987009048462}",positive,0.9971987009048462,1
Test and Certification - Airbus,"Wed, 03 Nov 2021 08:16:26 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vcHJvZHVjdHMtc2VydmljZXMvY29tbWVyY2lhbC1haXJjcmFmdC90aGUtbGlmZS1jeWNsZS1vZi1hbi1haXJjcmFmdC90ZXN0LWFuZC1jZXJ0aWZpY2F0aW9u0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Before reaching series production, all Airbus aircraft undergo a complex, rigorous flight test and certification campaign. Once approved and certified, the aircraft is cleared for service.

Ensuring airworthiness

To ensure the reliability and maturity of the A350 from the moment it entered into service, Airbus implemented one of the most thorough test programmes ever developed for an aircraft. Lasting just over 14 months – an industry record for the completion time – the A350-900 version’s flight test and certification programme comprised a five-aircraft fleet that performed over 2,600 flight hours in total – with Type Certification subsequently received from the world’s two primary airworthiness authorities: the European Union Aviation Safety Agency for (EASA) Europe, and the U.S. Federal Aviation Administration (FAA). For Airbus’ A320neo Family, the testing and certification process involved all six versions, with the A319neo, A320neo and A321neo undergoing validation of their airframe, systems and the two powerplant options offered on each aircraft type: CFM International’s LEAP-1A and Pratt & Whitney GTF™ engine. These campaigns also confirmed the aircraft met their performance targets in terms of fuel burn and range – based on the latest-generation engine choices and large Sharklet wingtip devices.

Ground-based

structural tests

In preparation for clearance to perform the milestone first flight, an aircraft undergoes structural static tests that include a re-creation of aerodynamic loads the airplane will experience during its lifetime. The tests typically involve maximum bending of the wings, aileron and spoiler functional testing during wing bend and fuselage pressure tests, along with fatigue tests and the simulation of flight cycles encountered from take-off to landing. The next steps are certification tests to cover limit loads and ultimate loads in various situations like maximum wing deflection, fuselage loads – all to obtain a full understanding of the aircraft behaviour in extreme conditions. Fatigue testing examines how the aircraft’s structure responds to loads in conditions that occur in repeated flight cycles – from takeoff, climb-out and cruise, to the descent and landing. The fatigue testing’s purpose is to understand the structural behaviour during the aircraft’s life, along with the inspection methods to be applied in identifying potential fatigue critical areas while the aircraft is in service. The A350 certification tests covered an equivalent of three times the aircraft’s design lifetime, to include a large safety factor for the fatigue behaviour.

Flight test campaign

An aircraft’s flight test campaign is designed to assess general handling qualities, operational performance, airfield noise levels and systems operation in normal flight modes, along with failure scenarios and extreme conditions – culminating with certification by airworthiness authorities. Extreme weather trials for the A350 included cold weather testing in Iqaluit, Canada; high altitude evaluations in La Paz, Bolivia and a hot weather campaign in the United Arab Emirates at Al Ain. In addition, the A350 was the first Airbus aircraft to visit the McKinley Climatic Laboratory in the U.S. state of Florida. At this unique location, the aircraft was subjected to a range of climatic conditions ranging from +40 degrees Celcius to -40 degrees. Celcius in a climate-controlled hangar. Further certification flight testing for a new aircraft is dedicated to water ingestion trials (when a significant amount of water accumulates on a runway), low speed take-off tests, as well as flutter and rejected take-offs and landings. In addition, wake vortex trials – to measure air turbulence created behind the aircraft at take-off – are included in the steps required for certification. With the A320neo Family, certification flight testing included validation of the aircraft's new-generation LEAP-1A and Pratt & Whitney GTF™ engines – including their lower fuel burn, environmental footprint, NOx emissions, and engine noise – along with aircraft handling qualities and performance, as well as operation of systems such as the autopilot.

Certification

Certification is a regulatory obligation for all aircraft and their engines, and is issued by the EASA and FAA airworthiness authorities. The Type Certificate – issued to signify the airworthiness of an aircraft’s initial design – is followed by an “Individual Certificate of Airworthiness,” which authorises aircraft to be registered in the country where they operate. The certification procedure covers the complete development process of a new aircraft and all its subsequent evolutions. It includes various phases: Design familiarisation;

Definition of certification programme (including proposed means of compliance);

Independent check of compliance demonstration (including test reviews laboratory work; and in-flight validation; and statement of compliance). All the above is ensured with support from suppliers and operators. The authorities are involved in all phases of the project according to the certification programme. The airworthiness authorities in their jurisdiction oversee the certification process. Today, the main aircraft certification systems are: For the European Union, the EASA (European Union Aviation Safety Agency);

For the United States, the FAA (Federal Aviation Administration). The appropriate authority for each Airbus operator validates an aircraft’s operation by releasing the Certificate of Airworthiness according to their legislation.

Global route-proving

tours","{'label': 'Neutral', 'score': 0.9999381303787231}",neutral,0.9999381303787231,0
Commercial Aircraft - Cockpits - Airbus,"Wed, 03 Nov 2021 08:15:29 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vcHJvZHVjdHMtc2VydmljZXMvY29tbWVyY2lhbC1haXJjcmFmdC9jb2NrcGl0c9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"The A320 Family benefits fully from the features of Airbus commonality, which airlines have come to depend on for operational versatility, for the best support of flight, cabin and maintenance crews.

Pilots can fly the A318, A319, A320 and A321 with a Single Type Rating thanks to their identical cockpits and operating procedures.

This means that an A320 Family-qualified pilot can step into any of the four aircraft at any time – allowing airlines with multiple Family versions to schedule the aircraft best matched to passenger bookings of a specific route on any day, with a range of seating options from 100 to 240 passengers.","{'label': 'Positive', 'score': 0.9999891519546509}",positive,0.9999891519546509,1
