Titre,Date de publication,URL,Contenu,sentiment_finbert,sentiment_label,sentiment_score,sentiment_numerique
Airbus seeking new talents to prepare the future - Airbus,"Wed, 19 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vbmV3c3Jvb20vcHJlc3MtcmVsZWFzZXMvMjAyMi0wMS1haXJidXMtc2Vla2luZy1uZXctdGFsZW50cy10by1wcmVwYXJlLXRoZS1mdXR1cmXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Toulouse, 19 January 2022 – As the aerospace industry shows strong signs of recovery post-COVID, and while Airbus continues to prepare the future of aviation and implement its roadmap for decarbonisation, the Company announces it intends to start 2022 with a recruitment plan of around 6000 new hires worldwide across the entire group.

“Airbus has demonstrated resilience throughout the COVID crisis, and has laid the foundations for a bold future for sustainable aviation. This can only be achieved by acquiring the right talents in the various domains of expertise that will help us grow our activities as we come out of the crisis, while preparing the long-term transformation of the Company”, said Thierry Baril, Airbus Chief Human Resources & Workplace Officer. “Following this initial wave of recruitment, which will take place worldwide and across all our businesses, the number of external hires will be reassessed before mid-year 2022 and we will adjust our needs accordingly. Not only will we look at acquiring the new skills that Airbus needs in the post-COVID world, but we will also do our utmost to reinforce diversity across the Company, fostering a safe and inclusive culture reinforcing Team Airbus to be ready to pioneer sustainable aerospace.”

About a quarter of the planned recruitments should focus on acquiring the new skills to support the Company’s long-term projects and ambition, notably in the fields of decarbonisation, digital transformation and cyber technology. A third of the total recruitment will be allocated to young graduates.

To learn more about the broad range of opportunities available at Airbus, potential applicants can visit the Airbus website at www.airbus.com/en/careers.

@Airbus #TeamAirbus","{'label': 'Positive', 'score': 0.9995942711830139}",positive,0.9995942711830139,1
New competition for Airbus and Boeing - DW (English),"Mon, 17 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmR3LmNvbS9lbi9haXJidXMtYW5kLWJvZWluZy1mYWNlLW5ldy1jb21wZXRpdGlvbi1mcm9tLWNoaW5hLWFuZC1ydXNzaWEvYS02MDQwNjcyONIBXWh0dHBzOi8vYW1wLmR3LmNvbS9lbi9haXJidXMtYW5kLWJvZWluZy1mYWNlLW5ldy1jb21wZXRpdGlvbi1mcm9tLWNoaW5hLWFuZC1ydXNzaWEvYS02MDQwNjcyOA?oc=5&hl=en-US&gl=US&ceid=US:en,"The duopoly of Western aircraft manufacturers Airbus and Boeing is under pressure. Russia's MC-21 airliner is now certified to fly and China is pushing ahead with plans to enter the international market.

They may not sound spectacular, but MC-21 and C919 are out to challenge Airbus and Boeing and their decades-old bestselling aircraft. Both the MC-21 and C919 are twin-engine narrow-body planes.

The Irkut MC-21 is from Russia, while the Comac C919 is built in China. Both have endured years of delays in their development and so far have not caused too much concern for the top dogs in the West. That may be about to change.

After several hiccups, the MC-21 was finally certified for passenger service in December 2021 and is due to fly scheduled services in Russia later this year. The Chinese had planned to deliver their first C919 to an airline customer at the same time, but this has been delayed, partly because of a lockdown at the test location in Xi'an. Now it is uncertain if it can enter service sometime this year.

Still, one thing is clear. New aircraft are entering the highly lucrative main segment of the airliner market. And Airbus and Boeing need to take it seriously. The MC-21, in particular, could offer superior performance in some areas, compared to the common types of Airbus and Boeing now being sold. And it is no wonder as the giants from America and Europe have been resting on their laurels for many decades: The Boeing 737 traces its origins back to 1967, while the Airbus A320 premiered in 1987.

Russian and Chinese jets depend heavily on Western component makers Image: Andreas Spaeth/DW

Russia is not new to the game

Russia has had a civil aviation industry for a long time, which, however, has been a shadow of its former glory during Soviet times ever since communism faded.

Although almost all aviation industry sites in the huge country still exist, just 14 Russian airliners were built in all of 2020 — an amount that Airbus assembles across its different factories in days when everything is up and running. Some traditional Russian design offices such as Tupolev and Ilyushin haven't come up with any new airliner designs for the past 30 years.

Not surprisingly, it was a long and thorny process until the type certificate from the Russian aviation authority vouching for airworthiness was granted for the base model MC-21-300 on December 28, 2021. The first flight had already taken place on May 28, 2017, followed by a test program with four prototypes.

The standard version of the MC-21, aimed at 163 passengers in two classes, should be up to par in range and capacity according to estimates by Western industry experts.

""On paper, the MC-21 would deliver a better flight performance than the newest Airbus A320neo,"" Nico Buchholz told DW. And he should know since he was responsible for fleet procurement at Lufthansa Group for many years and familiar with the new aircraft concepts.

Experts like him deem it very likely that the MC-21 is more economical than its Western competitors. If that is really true in terms of efficiency, reliability and performance have yet to be demonstrated by actual flight operations, which are due to start this summer with Aeroflot subsidiary Rossiya.

The MC-21's cabins and windows are bigger than those of its Western competitors Image: Andreas Spaeth/DW

The plane is also expected to excel in passenger comfort, which was traditionally never one of the strengths of Soviet, or later Russian, aircraft. The cabin is quite spacious. Not for nothing is the MC-21 touted to be ""the widest narrow-body in the world."" Its cabin diameter is 11 centimeters (4.3 inches) wider than the A320 and even offers 27 centimeters more width than the Boeing 737. It is wider, but not wide enough for the airlines to squeeze in more than the usual six seats per row. This means passengers will get more elbow room and a wider aisle.

Manufacturers dependent on Western suppliers

Yet the times don't favor Russian airliners, as they currently cannot be built without multiple Western components, mostly in the form of engines and composite materials. A whopping 40% of the MC-21 consists of such composite materials, a record in this airliner category. So far, the composites come from American and Japanese suppliers. On top of that, the MC-21-300 variant now certified is powered by modern American Pratt & Whitney PW1400G-geared turbofans.

But in the current political climate, Russia can't be certain it can continue to rely on these Western suppliers. At the same time, Moscow sees important markets in countries like Iran, where it would be barred from delivering aircraft containing Western parts.

The aircraft presented in Dubai, called MC-21-310, is not yet certified, as it is powered by new Russian turbofan Aviadvigatel PD-14 engines. On December 25, 2021, another prototype of the MC-21-300 had its first flight, this time equipped with new composite wings made in Russia with a patented vacuum infusion technique.

According to the manufacturer, there are currently 175 firm orders for the MC-21 plus ""several hundreds of memorandums of understanding,"" signaling the intention to buy. The domestic Russian market is a significant one.

""According to the forecast, in the next 20 years, in Russia alone, more than 800 new airliners of this size will be required,"" according to Yury Slyusar, general director of United Aircraft Corporation, the parent company of aircraft manufacturer Irkut. ""Having proven the effectiveness of the aircraft in the domestic market, we will enter the international market,"" he announced.

Comac proudly displays its C919 at the Dubai Airshow in November 2021 Image: Andreas Spaeth/DW

Chinese manufacturers willing to branch out

In contrast to Russia, China has not been in the civil aviation industry for a long time. Nonetheless, it is in the aviation fast lane. And like in Russia, domestic needs are a major aspect in building the Comac C919 for 156 to 168 passengers.

""The Chinese airliner market alone has a volume enabling them to sell greater numbers, independently of the Airbus and Boeing jets flying in the country,"" said Buchholz.

There is another advantage China has over Russia that could be decisive in turning the C919 into a success. To crank up aircraft assembly and build hundreds or even thousands of new planes to high quality standards will be a big challenge, Buchholz said.

""As the Chinese have more experience in the industrial manufacturing of higher numbers of aircraft than the Russians, they are more likely to become competitors of Airbus and Boeing,"" explained Lufthansa's former aircraft buyer. ""And Western manufacturers contributed to that, as they, like Airbus, established their own final assembly lines in China. There the quality was at times better than that of Airbus jets manufactured in Hamburg.""

But currently the Chinese lag behind in getting their new jet in the air, despite their first successful test flight on May 5, 2017. No less than six test aircraft are ready to perform the flight program necessary for certification. Still, by the end of last December, only 34 out of the necessary 276 test flights had been carried out.

Edited by: Tim Rooks, Hardy Graupner","{'label': 'Neutral', 'score': 0.7995224595069885}",neutral,0.7995224595069885,0
Airbus to create own airline to rent out whale plane - Reuters,"Tue, 25 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2Flcm9zcGFjZS1kZWZlbnNlL2FpcmJ1cy1jaGFydGVyLW91dC13aGFsZS1zaGFwZWQtYmVsdWdhLXRyYW5zcG9ydC1wbGFuZXMtMjAyMi0wMS0yNS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,,"{'label': 'Neutral', 'score': 0.9999456405639648}",neutral,0.9999456405639648,0
Airbus revokes Qatar Airways A321 jet order amid dispute - The Associated Press,"Fri, 21 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2J1c2luZXNzLWR1YmFpLXVuaXRlZC1hcmFiLWVtaXJhdGVzLW1pZGRsZS1lYXN0LXFhdGFyLTgzY2YxNjgwNmVkMzljYzhiNTA0MzhlM2YwYzE3ODI00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"DUBAI, United Arab Emirates (AP) — European planemaker Airbus terminated a multibillion dollar order by Qatar Airways for 50 of its single-aisle in-demand A321neo jets.

The termination of the contract for the A321neo, confirmed by the planemaker to The Associated Press on Friday, comes as Airbus and one of its biggest customers, Qatar Airways, are embroiled in a legal dispute over the grounding of the larger twin-aisle A350 plane.

In December, Qatar’s national carrier announced it was suing Airbus in London over what it described as the “accelerated surface degradation” of the wide-body A350. Qatar Airways said it had no choice but to ground a number of the jets, with 21 now out of operation.

The termination of the Airbus contract for its 321neos follows on the heels of Qatar Airways refusing to take any more A350s until the problem is fixed.

The state-owned airline will be relying on the long-haul A350 for the increased inflow of passengers to Qatar for the month-long FIFA 2022 World Cup, which will be played in the Arab Gulf state starting Nov. 21.

Qatar Airways has a fleet of 53 Airbus A350s in both its 1000 and 900 series. The airline has more on order with the France-based airplane manufacturer, making its total order of 76 A350s the most of any airline worldwide.

In a brief comment to the AP, Airbus confirmed that it did terminate a contract for 50 A321s ordered by Qatar Airways. The airline did not provide further details.

Qatar Airways did not immediately respond to requests for comment on the A321neo contract.

The cancellation of the order was first reported by Bloomberg.

In a public statement last year, Qatar Airways said it was left with no alternative but to seek a resolution through the courts to ensure that Airbus undertakes a thorough investigation of the full root cause of the degradation beneath the paint on the fuselage of the aircraft. Qatar Airways says otherwise it is not possible to establish whether any proposed repair solution will rectify the underlying condition.

Airbus had said it intends to vigorously defend its position as no other airline flying the A350 has grounded the aircraft due to safety concerns.","{'label': 'Neutral', 'score': 0.9509488344192505}",neutral,0.9509488344192505,0
See inside Airbus A321neo pioneering long-haul single-aisle trend - Business Insider,"Sat, 08 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2VlLWluc2lkZS1haXJidXMtYTMyMW5lby1waW9uZWVyaW5nLWxvbmctaGF1bC1zaW5nbGUtYWlzbGUtdHJlbmQtMjAyMi0x0gFsaHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmNvbS9zZWUtaW5zaWRlLWFpcmJ1cy1hMzIxbmVvLXBpb25lZXJpbmctbG9uZy1oYXVsLXNpbmdsZS1haXNsZS10cmVuZC0yMDIyLTE_YW1w?oc=5&hl=en-US&gl=US&ceid=US:en,"SAS Scandinavian Airlines is poised to take the aircraft to new heights with regular flights between Copenhagen, Denmark and the US East Coast starting in March 2022. The A321neoLR lets airlines fly as many as 206 passengers as far as 4,000 nautical miles.

An SAS Scandinavian Airlines Airbus A321neoLR. Scandinavian Airlines

Airbus' flagship single-aisle jet will complete a 4,100-mile transatlantic passenger flight on Wednesday as more airlines downsize long-haul flights","{'label': 'Neutral', 'score': 0.9173175692558289}",neutral,0.9173175692558289,0
"Lockheed, Airbus Say They Would Build New Air Force Tankers in Alabama, Georgia - Defense One","Mon, 31 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmRlZmVuc2VvbmUuY29tL2J1c2luZXNzLzIwMjIvMDEvbG9ja2hlZWQtYWlyYnVzLXNheS10aGV5LXdvdWxkLWJ1aWxkLW5ldy1haXItZm9yY2UtdGFua2Vycy1hbGFiYW1hLWdlb3JnaWEvMzYxMzY3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Lockheed Martin and Airbus will build military tankers in Alabama and Georgia if the U.S. Air Force choses its aircraft over one proposed by rival Boeing, the companies announced Monday.

Executives and politicians are scheduled to announce the decision during ceremonies in Mobile, Alabama, where Airbus currently builds commercial jetliners, and Marietta, Georgia, later today.

The companies plan to assemble the aircraft in Mobile before flying it to a Lockheed factory in Marietta, Georgia, where workers would install special military refueling and electronic equipment.

The work would create a total of 1,300 jobs in Mobile and Marietta, Larry Gallogly, Lockheed’s project head, said during a virtual press conference this morning. Airbus would need to expand its factory in Mobile to accommodate widebody production, but Lockheed would use existing hangers previously used to work on the mammoth C-5 cargo plane.

Lockheed and Airbus have branded the new tanker as the LMXT. It would be a new version of Airbus’ Multi Role Tanker Transport, or MRTT, an A330-based tanker built in France and Spain and flown by 14 international militaries.

The new version being pitched to the Air Force will carry more fuel and have new special communications equipment, but will use the same boom and refueling system currently used certified for U.S. aircraft, Gallogly said.

“It's important to us that this be built in America by Americans for Americans. So we're trying to source as much of the supply chain in the United States as we possibly can, recognizing and respecting that there's a very successful existing supply chain that supports the MRTT right now,” Gallogly said.

The Air Force plans to buy up to 160 new tankers over the next decade, reigniting a longtime battle between commercial aircraft makers Airbus and Boeing. Boeing has an Air Force contract to build up to 179 KC-46 tankers, which are converted 767 airliners. But the company has struggled with design and quality-control setbacks, leading to delays and $5.4 billion in losses.

Lockheed is the latest large defense company to try to put U.S. branding on the Airbus A330. Northrop Grumman partnered with the European aerospace and defense behemoth during a competition in the mid-2000s. The Air Force selected its bid, but the decision was overturned by government auditors. Airbus bid on its own during a recompete, but the Air Force chose Boeing’s KC-46. Boeing has said it will enter a bid in the new competition, but has not said what aircraft it will pitch.","{'label': 'Neutral', 'score': 0.9999767541885376}",neutral,0.9999767541885376,0
Airbus and partners to establish aircraft lifecycle centre in China - Airbus,"Tue, 18 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vbmV3c3Jvb20vcHJlc3MtcmVsZWFzZXMvMjAyMi0wMS1haXJidXMtYW5kLXBhcnRuZXJzLXRvLWVzdGFibGlzaC1haXJjcmFmdC1saWZlY3ljbGUtY2VudHJlLWluLWNoaW5h0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Chengdu, 18 January 2022 – Airbus has signed a Memorandum Of Understanding (MOU) with the city of Chengdu and Tarmac Aerosave for the development of the first sustainable aircraft “lifecycle” service centre in China. This agreement will cover a range of activities from aircraft parking and storage, to maintenance, upgrades, conversions, dismantling and recycling services for various aircraft types.

“This is another concrete contribution to the aviation industry's quest for sustainability, supporting the principle of a circular economy in line with Airbus’ purpose to pioneer sustainable aerospace. This unique centre will support the expansion of Airbus’ aviation services while enabling the implementation of China's “Green Industry” strategy”, said Klaus Roewe, SVP Airbus Customer Services. “Aircraft phase-out in China is forecast to grow exponentially over the next 20 years. Airbus is committed to investing in the region and this one-stop-shop - a first in China and outside of Europe - will see Airbus well positioned on the Chinese aircraft ‘second life’ services market.” he added.

A formal agreement to establish and frame this industrial cooperation is planned to be signed between the partners in mid-2022, with an entry into service of the new centre slated for the end of 2023, subject to relevant regulatory approvals.

Tarmac Aerosave will bring its 15 years of proven expertise in eco-efficient aircraft dismantling to the project. Located in the same centre, Airbus subsidiary Satair will acquire ageing aircraft, trade and distribute the resulting used parts to complete the full scope of lifecycle services. The facility will cover a surface area of 690,000 square metres and a storage capacity of 125 aircraft.

Airbus continues to deploy its sustainability roadmap for the aviation industry, enabling the increased re-use of aircraft and the recycling of materials and equipment.

@Airbus @TarmacAerosave #AirbusServices #AirbusChina #AircraftRecycling #Sustainability","{'label': 'Neutral', 'score': 0.9299724102020264}",neutral,0.9299724102020264,0
Qatar Airways seeks more than $600 mln in Airbus A350 dispute - Reuters,"Thu, 06 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2Flcm9zcGFjZS1kZWZlbnNlL3FhdGFyLWFpcndheXMtc2Vla3MtbW9yZS10aGFuLTYwMC1tbG4tYWlyYnVzLWEzNTAtZGlzcHV0ZS0yMDIyLTAxLTA2L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,,"{'label': 'Neutral', 'score': 0.9977255463600159}",neutral,0.9977255463600159,0
Airbus' deploys Beluga A300-600 ST fleet to serve industry's outsized cargo transportation needs - Airbus,"Tue, 25 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmFpcmJ1cy5jb20vZW4vbmV3c3Jvb20vc3Rvcmllcy8yMDIyLTAxLWFpcmJ1cy1kZXBsb3lzLWJlbHVnYS1hMzAwLTYwMC1zdC1mbGVldC10by1zZXJ2ZS1pbmR1c3RyeXMtb3V0c2l6ZWQtY2FyZ2_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Airbus has launched a new service to offer outsized freight transportation for customers worldwide. Key to bringing this to reality is the unique capability of its BelugaST ‘Super-Transporter’ aircraft, based on the A300-600 design. Today the five-strong aircraft fleet, which has hitherto been the backbone of Airbus’ inter-site transportation of large aircraft sections, is moving on from ‘in-house’ duties.



In their place Airbus is introducing six new-generation BelugaXLs – based on the larger A330-200 platform – to support Airbus’ ramp-up of its airliner production. For the BelugaSTs, this means that a new stage in their operational life can now begin in earnest – especially as the airframes still have plenty of available flight-hours remaining before reaching their original design service limits.



First mission: transporting an Airbus helicopter to Japan

The launch of the service took place during the last week of December 2021, when Beluga “No. 3” delivered a brand new helicopter from Airbus Helicopters’ manufacturing site in Marignane, France, halfway across the world to Kobe in Japan. Along the way, the Beluga stopped to refuel at various transit points – including Warsaw (in Poland), Novosibirsk (in Russia) and Seoul (in Korea). Notably, the whole helicopter could be accommodated inside the Beluga without any prior disassembly -- only needing its long rotor blades to be folded back.

New service dedicated for “outsized freight” customers

Over the years the Beluga fleet has occasionally been called upon over the years to transport outsized cargo (such as industrial machinery, complete space satellites etc.) ie. unrelated to its normal day-to-day job of transporting Airbus aircraft sections. With the new service, these five Belugas will be dedicated solely to transporting such cargo for commercially contracted customers. Typical industry sectors which would be served include: engine manufacturers; space industries; helicopter manufacturers; oil & gas and energy providers; machinery manufacturers; land vehicles and other military equipment; humanitarian supply distributors etc., to name a few.

Largest cross-section to open new markets

The Beluga benefits all possible market applications, since it possesses the world's largest interior cross-section of any transport aircraft, accommodating outsized cargo of up to 7.1m in width by 6.7m in height.

Phillippe Sabo, Head of ATI Air Oversize Transport at Airbus, notes: “The Beluga’s wider cross section will open up new markets and new logistical possibilities – which would not be feasible with other current airborne transport means. For example, customers could consider in their future manufacturing process to make larger parts to be transported whole without prior disassembly.” He adds: In the case of transporting helicopters, not having to dismantle them first really is a plus.”

Clement Beaunis, Project Leader of Airbus Beluga Transport, says: “The large dimensions accommodated are also attractive for satellite manufacturers for example, as they would like to design bigger ones in the future. In contrast, today they are constrained in size by the available transport means. The Beluga will relieve that constraint.”

Another ‘use-case’ is if an airline is facing an AOG situation due to an on-wing engine issue. Sabo explains: “The Beluga can bring a full engine-change kit directly to the airport allowing the AOG team to change the engine in a few hours. This is possible because the Beluga can transport the engine and inlet in a fully dressed configuration. Whereas with other air transport means the engine would first need to be partially dismantled, and would subsequently need around two days to reassemble and re-test.”

Remote video URL



Dedicated airline to be created for worldwide operations

For the initial Beluga missions -- such as this first one to Japan -- Airbus’ in-house ‘airline’ Air Transport International (ATI) is using its own aircrew. However, in the near future, once Airbus has commissioned all six new BelugaXLs, the fully released BelugaST fleet will be handed over to a newly created dedicated subsidiary airline with its own Air Operator Certificate (AOC) and staff.

Sabo points out: “Whereas the ATI structure is inherently focused around the European network of Airbus’ plants, the new airline which we will create will be flexible and agile to address the needs of external markets. Moreover, it will have a worldwide scope and we will be organised for that around the globe.”

In addition, to better meet the demands of a truly international operation, the Belugas will be upgraded with a new generation Flight Management System (FMS) with ADS-B for enhanced intercontinental navigational capabilities.



New loading innovations for quick reactivity and short turnaround

To maximise the BelugaST’s reactivity and short turnaround capability required by its targeted international customer base, new loading techniques and equipment are being developed for the operation. To this end, an automated on-board cargo loader (OBCL) will enable missions from/to airports which do not have available any suitable loading/unloading platform, and for payloads weighing up to 20t. This OBCL – available from 2022 – will be transportable inside the aircraft (stored in front of the internal payload hold area) and be able to load and unload the payload autonomously.

To complement the OBCL, and for the heaviest and longest cargo, a new redesigned transportable Outboard Platform (OP) is also under development. These OPs (at least six to start with) will be strategically pre-positioned at various airports around the world and be easily transportable prior to a mission at short notice.

The third loading innovation is the new Multi-Purpose-Pallet (MPP) recently developed and produced by Airbus at its sites in St Eloi and Nantes. Compatible with a range of payloads, the MPP, when it is already carrying the cargo, is raised by around five metres above the apron level and loaded through the Beluga’s nose opening using either the OBCL or OB described above. The MPP’s underside subsequently interfaces securely to the Beluga’s load-bearing floor attachment points. Notably, this inaugural mission to Kobe is another ‘first’ in that it marks the very first time that the MPP has been used for an operational mission -- following its recently-completed successful development-testing stage.","{'label': 'Neutral', 'score': 0.9991758465766907}",neutral,0.9991758465766907,0
Airbus vs Boeing orders and deliveries in 2021 - Reuters,"Tue, 11 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2Flcm9zcGFjZS1kZWZlbnNlL2FpcmJ1cy12cy1ib2Vpbmctb3JkZXJzLWRlbGl2ZXJpZXMtMjAyMS0yMDIyLTAxLTExL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,,"{'label': 'Neutral', 'score': 0.9999886751174927}",neutral,0.9999886751174927,0
