Titre,Date de publication,URL,Contenu
Cryostar collaborates with Air Liquide on LNG fuelling station - LNG Industry,"Tue, 29 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmxuZ2luZHVzdHJ5LmNvbS9zbWFsbC1zY2FsZS1sbmcvMjkxMTIwMTYvY3J5b3N0YXItY29sbGFib3JhdGVzLXdpdGgtYWlyLWxpcXVpZGUtb24tbG5nLWZ1ZWxsaW5nLXN0YXRpb24v0gF4aHR0cHM6Ly93d3cubG5naW5kdXN0cnkuY29tL3NtYWxsLXNjYWxlLWxuZy8yOTExMjAxNi9jcnlvc3Rhci1jb2xsYWJvcmF0ZXMtd2l0aC1haXItbGlxdWlkZS1vbi1sbmctZnVlbGxpbmctc3RhdGlvbi9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"Cryostar has announced that it provided a complete equipment package for an Air Liquide LNG fuelling station that has been operational in Nancy, France, since April 2016.

The scope of supply included a redundant submerged LNG pump skid, two LNG dispensers built around ‘CRYOFUELTRONICSTM’, LCNG pumps, vaporisers, a buffer management skid, an odoriser, the station control system, as well as the patented LinAssistTM LNG cooling and SatNowTM ‘on the fly’ saturation systems.

Cryostar also supported Air Liquide with the cryogenic plant and systems engineering, as well as the station commissioning including weights and measures certifications of the LNG dispensers.

This LNG fuelling station features a system that ensures that there is no boil-off gas (BOG) release, while allowing continuous refuelling of trucks, even during storage tank loading.

Following the success of this first order with Cryostar, Air Liquide placed a second order with the company for an identical station in Lesquin, near Lille, France. This LNG fuelling station was put into service in September 2016."
Announcement of joint study to design nanoporous materials to carry small molecules - EurekAlert,"Mon, 28 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmV1cmVrYWxlcnQub3JnL3B1Yl9yZWxlYXNlcy8yMDE2LTExL251LWFvajExMjgxNi5waHDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Nagoya, Japan - Prof. Ryotaro Matsuda, the Graduate School of Engineering at Nagoya University, and Prof. Susumu Kitagawa, the Department of Synthetic Chemistry & Biological Chemistry and the Director of the Institute for Integrated Cell-Material Sciences at Kyoto University, won the contest ""Air Liquide Essential Molecules Challenge."" For the first edition of the challenge, their research project was selected as one in three from a total of 130 scientific proposals submitted by academic teams, R&D departments, and start-ups from 25 countries.

Essential molecules, such as O 2 , N 2 , C 2 H 2 , CO, CO 2 , NO, NO 2 , and/or noble gases, are fundamental resources for our cultural lives. However, as a gas storage and carrier requires a huge energy which may cause even an unexpected risk, innovative new materials are in high demand to handle the gases under a lower pressure and a room temperature. In particular, if pocketable materials are invented to safely carry the gases, for instance in the situation of medical use, this will make our life at home more convenient.

Prof. Kitagawa of the research team was the first to discover and to demonstrate ""porosity"" for metal complexes with gas sorption experiments in 1997, whose materials are called porous coordination polymers (PCPs) or metal-organic frameworks (MOFs). Since then working with Prof. Kitagawa, Prof. Matsuda has driven the expansion of the concept to ""function integrated nanospace,"" to develop further practical materials with the functions of molecular adsorption and separation. Their achievements have blazed a trail to a new era for porous materials, vital to addressing energy and environmental issues and contributing to human welfare.

In this starting new collaborative project, Nagoya University, Kyoto University, and Air Liquide will reinforce the innovative nanoporous materials, or ""sponge materials,"" to be identified for highly efficient abilities in separation, storage, and release of gas molecules. ""Encouraged by this opportunity, we will open up a new research field in gas science and technology,"" Prof. Matsuda expects.

For each subject, the winners will receive a scientific award of 50,000 euros in recognition of the originality of the projects, which offer innovative solutions promoting the energy and environmental transition. Air Liquide will also further fund up to 1.5 million euros in collaborations with the winners to mature their scientific proposals and transform them into innovative market technologies.

###"
Report: Praxair May Re-Open Talks With Linde - Industrial Distribution,"Wed, 30 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmluZGRpc3QuY29tL21lcmdlcnMtYWNxdWlzaXRpb25zL25ld3MvMTM3NzMyMDYvcmVwb3J0LXByYXhhaXItbWF5LXJlb3Blbi10YWxrcy13aXRoLWxpbmRl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Praxair may be restarting negotiations with Germany’s Linde AG that could create the world’s largest supplier of industrial gases, only two months after previous talks collapsed between the two companies, according to the Wall Street Journal.

If completed, it would become the latest huge acquisition in the industrial gas sector in the past year, a segment that has been hit hard by weakened demand in the manufacturing, metal and energy areas.

The talks may begin next week, and any agreement reached would be heavily examined by anti-trust regulators, the Journal said.

Initial talks between Praxair and Linde began in August and were reportedly near completion when they broke down in September. The talks were stalled in part, the Journal reported, because Munich-based Linde was uncomfortable with a plan to move the combined company’s European headquarters to the U.S.

Any agreement comes on the heels of French-based Air Liquide's acquisition of Airgas, one of the largest gas, welding and industrial supplies distributor in the U.S. (No. 8 on ID's Big 50 List), for $13.4 billion, made the company a strong second player in North America behind Praxair. That acquisition, completed in May after several months of regulatory scrutiny, is seen as a factor that may have led to the talks between Praxair and Linde.

The shakout in the industrial gas market has been remarkable, and today four companies, Praxair, Linde, Air Products and Air Liquide account for about 75-80 perent of sales.

If a deal is completed the Praxair/Linde combination could account, by some estimates, for about 40 percent of sales in the industrial gas market space and create a $60 billion industrial gases giant. It could also lead to some $1 billion in annual costs savings and other synergies.

Linde has a strong position in healthcare gases in North America, while Praxair is more focused on industrial on-site production. Linde makes industrial and medical gases and builds plants for chemical producers and others,

Praxair, which employs abut 27,000 workers, has been very active in making acquisitions. In April of this year it acquired three independent distributors of industrial and specialty packaged gases — The Welding Center in Illinois, Welder Services in Indiana and A&B Electric Motors and Supplies in Arizona.

In Panama, Praxair acquired Geneva Industrial Gases, a well-established company that provides gases for industrial and medical purposes as well as for the metal fabrication segment. Additionally, Praxair’s Italian subsidiary, Rivoira, acquired Ossigas S.r.l., a company that produces, sells and distributes medical gases throughout the Southern and Northeastern regions of the country.

Praxair Distribution distributes industrial, medical, and other gases to more than 600 Praxair locations in the US and Canada. It delivers industrial gases and hardware to welders; respiratory gases and healthcare equipment to hospitals and homecare patients; and specialty gases and equipment to electronics, pharmaceutical, food and beverage, and chemical companies.

Linde, which has some 65,000 employees in more than 100 countries, has been heavily investing in the U.S. Two months ago, Linde said that it will spend over $100 million to increase the production of its industrial gases plant in Claymont, Delaware. The expansion project includes installing a new air separation unit (ASU) which will produce gaseous products to serve Linde customers along the Delaware River via pipeline and liquid oxygen, nitrogen and argon for customers in the Delaware Valley."
Yangtze Optical builds smart factories - Business - Chinadaily.com.cn - China Daily,"Tue, 29 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmNoaW5hZGFpbHkuY29tLmNuL2J1c2luZXNzLzIwMTYtMTEvMjkvY29udGVudF8yNzUxMjMxNi5odG3SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"An employee works in the Yangtze Optical Fibre and Cable Joint Stock Ltd's production plant in Wuhan, Hubei province. Xu Congjun / For China Daily

Yangtze Optical Fibre and Cable Joint Stock Ltd, the largest supplier of optical preform and fiber in the world, has seen its production efficiency rise sharply thanks to its intelligent manufacturing program.

The speed of fiber drawing has reached 3,000 meters per minute, up 38.9 percent compared with 2012, when the company launched its first advanced manufacturing program. It is one of the fastest fiber drawing techniques in the world, said Yan Changkun, vice-president of YOFC.

Yan said that China's cloud computing, big data, 4G network and the national broadband system are developing very fast, generating large demand for optical fiber and cable. However, companies that are able to offer whole-package solutions in the industry are mostly from overseas at the moment.

""YOFC aims to grow into one of the major solution providers in the industry,"" said Yan. ""Our focus in the next three to five years will be offering sophisticated solutions for the interconnection of fiber and cable in data centers.""

The next challenge for YOFC is to increase the interconnection of different fiber drawing towers through an intelligent networking system.

""Ten years ago, one person managed one tower. Now it is one person for two towers. With an intelligent system, one person will be able to manage four towers,"" said Zhuang Dan, president of YOFC.

""In the past 30 years, the optical fiber and cable industry in China has followed the path of 'exchanging the market for technology'. After this learning process, YOFC has made a lot of innovations that will be exported in the international market,"" said Zhuang.

YOFC has established an optical fiber and cable industrial park based in Wuhan along with companies including Shin-Etsu Chemical Co Ltd from Japan, and China Air Liquide (China) Holding Co Ltd.

Covering an area of 466 square kilometers, the park will become the biggest preform manufacturing center in the world when completed, with annual output of 3,000 metric tons of preform and 25 million kilometers of optical fiber. The annual output value is estimated at 5 billion yuan ($723 million).

The project broke ground last October. The first phase, with an investment of 1.33 billion yuan, will go into operation by the end of this year. It is expected to have an annual production capacity of 1,000 tons of preform and 10 million kilometers' optical fiber.

In 2015, YOFC achieved revenue of 6.7 billion yuan, up 18.6 percent year-on-year. Its net profit stood at 570 million yuan, up 22.4 percent from the same period in the previous year."
Merck invests Euro 250 mn to expand pharma business' production in China - Business Standard,"Tue, 08 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vY29udGVudC9iMmItcGhhcm1hL21lcmNrLWludmVzdHMtZXVyby0yNTAtbW4tdG8tZXhwYW5kLXBoYXJtYS1idXNpbmVzcy1wcm9kdWN0aW9uLWluLWNoaW5hLTExNjExMDgwMDYwNl8xLmh0bWzSAZQBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9jb250ZW50L2IyYi1waGFybWEvbWVyY2staW52ZXN0cy1ldXJvLTI1MC1tbi10by1leHBhbmQtcGhhcm1hLWJ1c2luZXNzLXByb2R1Y3Rpb24taW4tY2hpbmEtMTE2MTEwODAwNjA2XzEuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en,"Merck, the German science and technology company, is in process of augmenting production capacity of its pharmaceutical business in China by phase-wise investment of Euro 250 million (about $ 275 million) in its Nantong plant.

As part of this plan, the company on November 4, 2016 inaugurated its Euro 170 million Nantong pharmaceutical plant, which is dedicated to producing high-quality pharmaceuticals on China’s Essential Drug List. At the inauguration ceremony, Merck also announced a further investment of around Euro 80 million in a Life Science Center near the Nantong pharmaceutical plant to manufacture high-purity inorganic salts, cell culture media products as well as ready-to-use media.

The initial Euro 80 million investment in the pharmaceutical plant was already announced in 2013 and has been realised. The additional investment of Euro 90 million announced today represents the next phase of Merck’s pharmaceutical production plans for China to meet forecast increased demand for medicines to be produced at the site. The first drugs from the plant inaugurated last Friday are expected to be delivered to patients in the second half of 2017.

Along with the investment of around Euro 80 million by the Life Science business sector of Merck, this adds up to a total of investment of Euro 250 million in its production value chain in China to create better access to health. These strategic investments further support Merck's expansion in China, which is expected to become the world’s second-largest pharmaceutical market by 2018, and enables the company to support the goals of China’s 13th Five Year Plan by investing in technology and developing local talent.

“China is of strategic importance to Merck as a key driver of our sustainable growth. In line with our long-term commitment to China, Merck has always been dedicated to localising global expertise to make a meaningful difference to our patients and life science customers. Combining the strengths of our two business sectors Healthcare and Life Science, the Nantong site is a pioneering initiative to foster a comprehensive value chain that will create better access to health, enabling Merck to support China’s evolving developmental and healthcare priorities,” said Stefan Oschmann, chairman of the executive board and CEO of Merck.

Marc Horn, managing director of the biopharma business of Merck in China, added, “With our new state-of-the-art pharmaceutical production, Merck is transforming from an import-based company to a full-fledged local industry player in China. By dedicating the largest manufacturing plant outside of Europe to the production of pharmaceuticals to address widespread healthcare needs in China, Merck is connected with China more than ever. This is in line with our Healthcare vision for 2021 - transforming 25 million patients’ lives in China, for China.”

The Nantong pharmaceutical manufacturing site will focus on the production of Glucophage, Euthyrox and Concor, Merck’s leading brands for the treatment of the major chronic diseases diabetes, thyroid disorders and cardiovascular diseases. With the next investment of Euro 90 million announced today, the facility is designed to accommodate full production capacity of up to 10 billion tablets a year by 2021."
"Huawei delivers batch of 10 young Cameroonian ICT experts, trained at its headquarters in China - Business in Cameroon","Tue, 22 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMilgFodHRwczovL3d3dy5idXNpbmVzc2luY2FtZXJvb24uY29tL3RlY2hub2xvZ3kvMjIxMS02Njk4LWh1YXdlaS1kZWxpdmVycy1iYXRjaC1vZi0xMC15b3VuZy1jYW1lcm9vbmlhbi1pY3QtZXhwZXJ0cy10cmFpbmVkLWF0LWl0cy1oZWFkcXVhcnRlcnMtaW4tY2hpbmHSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"(Business in Cameroon) - Chinese equipment manufacturer Huawei released on 18 November 2016 in the city of Shezhen, Guangdong Province, South China, a batch of 10 young Cameroonians ICT specialists, trained at the headquarters as part of the 2016 “Semences pour le futur” (Seeds for the future) programme, we officially learned.

During a week, through theory and practical training, we learned, these young Cameroonians were not only able to mix with the Huawei engineers, but also to experiment with the latest innovations set up by the Chinese firm, to further boost the ICT sector throughout the world.

According to the management of Huawei, these new ICT experts are now ready to put the acquired knowledge to the service of their country, which is preparing to implement a national digital economy development plan, whose cost is estimated at about FCfa 600 billion.

BRM"
Cameroon experiments with success on pilot money transfer project to reduce poverty - Business in Cameroon,"Mon, 14 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5idXNpbmVzc2luY2FtZXJvb24uY29tL2J1c2luZXNzLzE0MTEtNjY3OS1jYW1lcm9vbi1leHBlcmltZW50cy13aXRoLXN1Y2Nlc3Mtb24tcGlsb3QtbW9uZXktdHJhbnNmZXItcHJvamVjdC10by1yZWR1Y2UtcG92ZXJ0edIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"1,500 households spread throughout 15 villages. This is the target population for the social net project experimented between November 2013 and January 2016 by the Cameroonian government in order to alleviate poverty and food insecurity in the borough of Souledé-Roua, presented as the poorest in the country.

This pilot project, which benefited from the technical support of the World Bank, was financed on funds from the Cameroonian State, to implement its wish of establishing a national policy of social protection. The project, we officially learned, consisted in cash money transfers to selected families, to enable them solve vital problems faced on a daily basis.

The funds were made available to them under conditions such as paying for their children's school fees, send them to the hospital when they fall ill, buy them school supplies, give them two to three meals per day or save to start an income-generating activity.

Once this clause was endorsed, the families receive in total 12 cash fund transfers, including a sum of FCfa 20,000 every two months, which reached FCfa 80,000 from the 6th month, after the beneficiaries received training on managing an income-generating activity.

Over the period of implementation of the pilot phase of this project, results from the World Bank experts were successful. “The money transfers reduced the poverty and food insecurity” in “the benefiting households as well as those not among the beneficiaries, through important diffusion effects”, one can read in the World Bank conclusions.

Therefore, the Bretton Woods institution concludes that “social nets are thus beneficial”, and that “will to set up a national social protection policy exhibited by the (Cameroonian, Ed.) government, to reach poverty reduction goals, is therefore pertinent”.

BRM"
Facebook X WhatsApp + AdVideum + Yael Azoulay = INSIDERS - FrenchWeb,"Thu, 17 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmZyZW5jaHdlYi5mci9mYWNlYm9vay14LXdoYXRzYXBwLWFkdmlkZXVtLXlhZWwtYXpvdWxheS1pbnNpZGVycy8yNjcxMDPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Avec notre partenaire Brevo, dotez vous d'une boîte à outils marketing complète pour transformer vos visiteurs en clients fidèles

Face à la pression de l’Union européenne, WhatsApp suspend l’exploitation des données des utilisateurs de WhatsApp.

La boîte «made in Bretagne».

75% des recruteurs dans l'informatique ont des difficultés à trouver le bon candidat.

Qui sont les candidats à la Primaire de la droite et du centre les plus actifs sur les réseaux sociaux ?

Les budgets : AdVideum, Isobar, Parishanghai…

Les nominations : Yael Azoulay, Jennifer Cohen Solal, Pascal Naparty…

Atelier en ligne : Influence Marketing : Les stratégies qui fonctionnent.

Le 08 décembre à 11h, avec Reech.

Face à la pression de l’Union européenne, WhatsApp suspend l’exploitation des données des utilisateurs de WhatsApp

L’application de messagerie WhatsApp a cessé de partager des informations avec Facebook en Europe à des fins publicitaires. Cette mesure temporaire fait suite aux inquiétudes exprimées par les autorités européennes sur la protection des données privées des utilisateurs de WhatsApp. L’Allemagne, en septembre, puis le Royaume-Uni, début novembre, avaient d’ores et déjà interdit à Facebook de procéder à une telle pratique. En août dernier, l’application mobile, rachetée par Facebook en février 2014 pour 19 milliards de dollars, avait modifié ses conditions d’utilisation pour partager différentes informations, dont le numéro de téléphone des utilisateurs de WhatsApp, avec Facebook. Ce choix s’inscrivait dans la stratégique d’intégration des marques au coeur de la messagerie, voulue par Mark Zuckerberg. Fin octobre, le G29, qui regroupe les autorités nationales de protection de données des États membres de l’Union européenne (dont la Cnil française), avait alors demandé à WhatsApp «d’arrêter le partage des données de ses utilisateurs jusqu’à ce que les garanties juridiques appropriées puissent être apportées». Lire aussi : Facebook veut intégrer les marques au coeur de WhatsApp

La boîte «made in Bretagne»



La French Tech Rennes a mis ses start-up en boîte pour résumer le meilleur de sa région, et l'a envoyée à Frenchweb ! A l’intérieur, les entreprises Artefacto, Golaem, Nemeus, Dazzl, Tykaz, YogoKo. La French Tech Rennes organise également La Digital Tech conférence le 2 décembre à l’Opéra de Rennes à laquelle participeront 800 professionnels du numérique.

75% des recruteurs dans l'informatique ont des difficultés à trouver le bon candidat



Avec un taux de croissance de 2,8% attendu cette année, le secteur du numérique français se porte bien, si l'on en croit le bilan 2106 réalisé par le Syntec Numérique. En parallèle de son bilan d'activité, le syndicat des professionnels du numérique a également réalisé, en partenariat avec l'Apec, une étude concernant les prévisions de recrutement de profils cadres dans le secteur informatique.

Connaissez vous Connaissez vous la DATAROOM de FRENCHWEB.FR notre base de données de startups et sociétés innovantes françaises: informations clés, fonds levées, chiffres d'affaires, organigramme, axes de développement. Accédez aux informations que nous avons collecté concernant plus de 1000 sociétés

Premier constat, 90% des entreprises informatiques prévoient de recruter au moins un cadre au quatrième trimestre; cette proportion tombe à 55% si l'on considère les entreprises tous secteurs confondus. Ensuite, les trois quarts des entreprises informatiques qui avaient comme projet de recruter un cadre au premier trimestre de l'année déclarent avoir eu des difficultés à trouver des candidats adaptés, soit près de 10 points de plus que les entreprises tous secteurs confondus. Enfin, dernier enseignement de l'étude, 59% des entreprises informatiques utilisent les réseaux sociaux pour recruter un profil de cadre, là où elles ne sont que 34% à le faire, tous secteurs confondus, et 48% utilisent la cooptation pour recruter (contre 36% d'entreprises, tous secteurs confondus).

Qui sont les candidats à la Primaire de la droite et du centre les plus actifs sur les réseaux sociaux ?



Si l'exemple américain démontre qu'il faut prendre avec précaution les sondages d'opinion en matière de politique, il nous montre également que les réseaux sociaux et les recherches sur le Web peuvent quant à eux être plus représentatifs de l'opinion des citoyens. A quelques jours du premier tour de la Primaire de la droite et du centre, il est donc tentant d'analyser comment chacun des candidats se comporte sur les réseaux sociaux.

L'agence de veille et d'analyse des média sociaux TalkWalker s'est intéressée à la question, et a synthétisé les résultats de ses recherches dans une infographie. On y voit notamment que Nicolas Sarkozy qui tweete le plus, tandis que François Fillon retweete les informations de sa communauté. En termes d'impact, c'est Alain Juppé qui remporte la palme du «tweet le plus performant», retweeté plus de 1 250 fois.

Les budgets : AdVideum, Isobar, Parishanghai…



MEDIA.figaro confie à AdVideum la commercialisation de ses espaces vidéo in-stream



Après une phase de consultation, MEDIA.figaro, la régie publicitaire du groupe Le Figaro – CCM Benchmark, a choisi de prolonger sa collaboration avec AdVideum pour commercialiser ses espaces vidéo in-stream. La régie vidéo aura l'exclusivité pour l'ensemble des marques du groupe (Le Figaro, Journal du Net, L'Internaute, TVMag, etc.).

Ouigo confie à Isobar son PRM et son CRM



La marque low cost de la SNCF Ouigo confie à l'agence Isobar la gestion de son Prospect Relationship Management (PRM) et de son Customer Relationship Management (CRM). En compétition avec cinq autres acteurs, l'agence de stratégie digitale du groupe Dentsu Aegis Network a finalement été choisie pour accompagner Ouigo dans sa stratégie de conquête et de fidélisation.

La CFTC choisit l’agence Parishanghai pour sa nouvelle campagne de communication



La Confédération française des travailleurs chrétiens (CFTC) a décidé de confier sa nouvelle campagne de communication à l’agence Parishanghai. Basée sur le thème du «paritarisme», celle-ci sera diffusée à partir du 20 novembre. Dans le même temps, l’agence a été chargée de la refonte du site web du syndicat.

Avec cette nouvelle campagne, la CFTC veut s’éloigner «de l’image négative des revendications violentes et des démonstrations de force».

Les nominations : Yael Azoulay, Jennifer Cohen Solal, Pascal Naparty…



Yael Azoulay arrive au poste de Senior Advisor chez Air Liquide



Air Liquide annonce l'arivée de Yael Azoulay en tant que Senior Advisor. Auparavant, elle avait fondé la maison d'édition La Tortue.

Jennifer Cohen Solal devient Digital Manager chez Grandvision



Grandvision accueille Jennifer Cohen Solal au poste de Digital Manager. Auparavant, elle était digital marketing et e-commerce manager chez Talika.

PTC France nomme Pascal Naparty directeur avant-ventes



Pascal Naparty arrive chez PTC France au poste de directeur avant-ventes. Dans le cadre de ses nouvelles fonctions, il encadrera l'équipe avant ventes de l'éditeur de logiciel. Auparavant, Pascal Naparty était EMEA technical sales managers et major accounts chez Autodesk.

Olivier Rémy est promu Managing Director de la zone Europe Continentale, et vice-président Sales de la région EMEA chez Marin Software



Marin Software nomme au poste de Managing Director de la zone Europe Continentale, et vice-président Sales de la région EMEA Olivier Rémy. Auparavant, il occupait le poste de vice président des régions Sud et Europe centrale.

Edouard Level est nommé directeur général chez Performics



L'agence marketing Performics nomme Edouard Level au poste de directeur général. Auparavant, il était Advisor chez Wissl.

AppDays 5ème édition

Les 23 & 24 novembre 2016 AppDays, ce sont 2 journées de conférences 100% mobile. Les 23 & 24 novembre 2016, plus de 800 acteurs du mobile seront à Paris pour aborder les principales thématiques de ce secteur : monétisation, développement, design, UX, business models, marketing, m-commerce, inspiration & retours d'expérience… En savoir plus.

[Atelier en ligne] Influence Marketing: Les stratégies qui fonctionnent

Le 08 décembre à 11h avec Reech Au delà d'un nouveau buzzword, l'influence est une réelle opportunité pour les marques, si bien que l'on parle aujourd'hui d'""influence marketing"". Cet atelier en ligne a pour but de vous faire découvrir les mécaniques d'influence et de les illustrer concrètement par des use case de marques qui choisissent de communiquer à travers les influenceurs. Inscrivez-vous !"
"Avec Hyundai, Paris leader mondial du taxi à hydrogène - MoteurNature","Tue, 15 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lm1vdGV1cm5hdHVyZS5jb20vMjg2NDQtNjAtdGF4aXMtaHl1bmRhaS1hLWh5ZHJvZ2VuZS1zdXBwbGVtZW50YWlyZXMtYS1wYXJpc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Mar 15/11/2016 — La capitale se modernise.

Sur le(s) même(s) sujet(s) :

Nos derniers essais :"
Haute-Savoie : le centre hospitalier Annecy Genevois en pointe dans la prise en charge de l'arrêt cardiaque - France Bleu,"Tue, 22 Nov 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5mcmFuY2VibGV1LmZyL2luZm9zL3NhbnRlLXNjaWVuY2VzL2hhdXRlLXNhdm9pZS1sZS1jZW50cmUtaG9zcGl0YWxpZXItYW5uZWN5LWdlbmV2b2lzLWVuLXBvaW50ZS1kYW5zLWxhLXByaXNlLWVuLWNoYXJnZS1kZS1sLWFycmV0LWNhcmRpYXF1ZS0xNDc5ODUxNjcw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Le centre hospitalier Annecy Genevois est très impliqué dans l'amélioration de la prise en charge des arrêts cardiaques.

Ce nouvel appareil représente plusieurs années de travail pour les médecins des Urgences du centre hospitalier Annecy Genevois et la société Air Liquide Healthcare. Le fruit de cette collaboration : le Cardio Pulmonary Ventilation (CPV). Un appareil chargé d’assuré une ventilation automatique sans interruption du massage cardiaque.

""Jusque-là, pour ventiler le patient, explique le Dr Dominique Savary, on utilisait un ballon mais on devait stopper le massage du cœur."" Grace au CPV, les deux actions se font en même temps. ""C’est un sacré avantage"", poursuit le patron du Samu 74. Ce nouveau système a un autre avantage. Il libère les mains de l’urgentiste.

""Le médecin leader n'est plus coincé sur la ventilation, il peut examiner le patient, aller voir la famille ou les témoins, gérer l'équipe…""

— Dr. Dominique Savary, Samu 74

loading

Taux de survie supérieur en Haute-Savoie

Avec le CPV, l’objectif est d’augmenter les chances de survie des personnes en arrêt cardiaque. En France, il provoque 50.000 décès par an. Au niveau national, le taux de survie sans séquelle est de 4%. ""Il est de 9% en Haute-Savoie"", indique le Dr Savary. Le CHANGE et les médecins urgentistes haut-savoyards sont très impliqués dans la recherche sur la prise en charge de l’arrêt cardiaque. ""Nous avons créé en 2004 le premier registre de suivi des patients touchés par un arrêt du cœur"", poursuit le patron du Samu 74."
