Titre,Date de publication,URL,Contenu
Major investment in the U.S. Air Liquide to supply oxygen to new large-scale methanol production complex in Louisiana - Air Liquide,"Mon, 09 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5haXJsaXF1aWRlLmNvbS9ncm91cC9wcmVzcy1yZWxlYXNlcy1uZXdzLzIwMTUtMDItMTAvbWFqb3ItaW52ZXN0bWVudC11cy1haXItbGlxdWlkZS1zdXBwbHktb3h5Z2VuLW5ldy1sYXJnZS1zY2FsZS1tZXRoYW5vbC1wcm9kdWN0aW9uLWNvbXBsZXgtbG91aXNpYW5h0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Air Liquide announces that it has been selected by Chinese petrochemical company Yuhuang Chemical, Inc., as the supplier of oxygen for its new world-scale methanol manufacturing complex to be built in St. James Parish, Louisiana. Air Liquide will invest around 170 million USD (around 140 million euros)* in this high growth area for the chemical industry.

The new Yuhuang Chemical methanol manufacturing complex will produce approximately 5,000 tonnes of methanol per day, making it one of the largest methanol production facilities in the U.S. based on capacity.

Air Liquide has entered into a new long-term agreement to supply Yuhuang Chemical with 2,400 tonnes of oxygen per day. Air Liquide will build a new, state-of-the-art, energy efficient Air Separation Unit (ASU) producing oxygen, nitrogen and argon. Connected to Air Liquide’s extensive pipeline system in Louisiana, providing enhanced reliability of supply, the ASU is expected to be commissioned by the second half of 2017.

Air Liquide, via its Global Engineering & Construction activity, also recently signed a contract to license its leading MegaMethanol® process technology to Yuhuang Chemical. The MegaMethanol® Technology which converts natural gas to methanol is part of Air Liquide’s proprietary technology portfolio.

In providing a stable long-term oxygen supply and proprietary natural gas-to-methanol conversion technology, the Air Liquide group further demonstrates its leading position in offering an integrated value proposition for large-scale methanol production.

Charlie Yao, Chief Executive Officer of Yuhuang Chemical, Inc., commented: “Our new agreement with Air Liquide for our first world-scale methanol unit in the U.S. will be integral in supporting our ambition of becoming a global player in the petrochemical industry.”

Michael J. Graff, Senior Vice-President for the Americas and member of Air Liquide group’s Executive Committee, commented: “Air Liquide is pleased to enter into this new collaboration with Yuhuang Chemical to supply their oxygen needs in the US Gulf Coast. The sustainable value we create through our safe, reliable and high-quality technology solutions supports them as they broaden their business in the US and abroad.”

*Investment decision taken end of 2014 and converted at year-end exchange rate."
Air Liquide chosen by Sasol for Africa ASU - gasworld,"Wed, 25 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3Lmdhc3dvcmxkLmNvbS9zdG9yeS9haXItbGlxdWlkZS1jaG9zZW4tYnktc2Fzb2wtZm9yLWFmcmljYS1hc3Uv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Air Liquide chosen by Sasol for Africa ASU

Air Liquide and Sasol, an international integrated energy and chemicals company, have signed a long-term agreement for the supply of large quantities of industrial gases to Sasol’s Secunda site (around 140km East of Johannesburg).

Air Liquide will invest around €200m for the construction of the largest Air Separation Unit (ASU) ever built, with total capacity of 5,000 tonnes of oxygen per day (equivalent to 5,800 tonnes per day at sea level), a milestone in the history of industrial gas production.

Air Liquide and Sasol have a long partnership history as the group has already provided several ASUs on this site over the last 40 years. This contract represents an important step forward in this partnership as it is the first time that Sasol will outsource its oxygen needs to a specialist of industrial gas production at its Secunda site. The oxygen provided by Air Liquide will be used by Sasol for the production of synthetic fuels.

Air Liquide will design, build, own and operate this new ASU, bringing Sasol its world class expertise in oxygen supply. The Air Liquide Engineering and Construction teams will bring their state-of-the-art technologies for this very large ASU, thereby providing benchmark efficiencies, reliability and safety while increasing production capacities."
Air Liquide to set up air separation unit at Nyrstar's Australian site - Business Standard,"Tue, 03 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vY29udGVudC9iMmItY2hlbWljYWxzL2Fpci1saXF1aWRlLXRvLXNldC11cC1haXItc2VwYXJhdGlvbi11bml0LWF0LW55cnN0YXItcy1hdXN0cmFsaWFuLXNpdGUtMTE1MDIwMzAxNTg0XzEuaHRtbNIBlgFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2NvbnRlbnQvYjJiLWNoZW1pY2Fscy9haXItbGlxdWlkZS10by1zZXQtdXAtYWlyLXNlcGFyYXRpb24tdW5pdC1hdC1ueXJzdGFyLXMtYXVzdHJhbGlhbi1zaXRlLTExNTAyMDMwMTU4NF8xLmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"Air Liquide has entered into a new long-term agreement in Australia with Nyrstar, an integrated mining and metals company. According to the agreement, Air Liquide will invest Euro 60 million in a new air separation unit (ASU) as part of Nyrstar’s Redevelopment Project at its Port Pirie site(located about 230 km north of Adelaide). This project is designed to convert Nyrstar’s smelter into an advanced polymetallic recovery and recycling facility, in order to reduce the environmental footprint of the site and to enhance both efficiency and production capabilities.Nyrstar’s site at Port Pirie has been a customer of Air Liquide Australia since 1997. Under the newly expanded partnership and to support Nyrstar’s ambition of bringing world-class industry to the South Australia region, Air Liquide will supply oxygen and nitrogen to the new industrial process for Nyrstar’s advanced polymetallic recovery and recycling facility.The new ASU, for which the investment decision was taken end of 2014, will have a total capacity of 1,400 tonnes per day. Designed and built by Air Liquide Engineering and Construction teams using leading technologies to offer energy efficiency as well as optimal performance and safety, it is scheduled to start operation in mid-2016.Francois Venet, vice-president, Asia Pacific and a member of Air Liquide group’s Executive Committee, commented, “With this investment, Air Liquide is reinforcing its presence in Australia by expanding the group’s offer to large industry customers, and affirming the value and competitiveness of our solutions.”"
SSC Sounding Rocket Tests Cryogenic Fuel for Ariane 6 - Via Satellite,"Wed, 25 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnNhdGVsbGl0ZXRvZGF5LmNvbS9maW5hbmNlLzIwMTUvMDIvMjUvc3NjLXNvdW5kaW5nLXJvY2tldC10ZXN0cy1jcnlvZ2VuaWMtZnVlbC1mb3ItYXJpYW5lLTYv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"[Via Satellite 02-25-2015] Swedish Space Corporation (SSC) has launched a Cryofenix sounding rocket from the Esrange Space Center in Sweden filled with liquid hydrogen to study the propellant’s behavior in microgravity. The French space agency CNES and partner Air Liquide Advanced Technologies conducted the experiment and will use the data to validate and refine simulation tools for the next generation Ariane 6 and other Ariane launchers, which are powered by liquid hydrogen.

The two-stage VSB30 rocket reached an apogee of 265 km, giving the payload six minutes in a microgravity environment. CNES and Air Liquide plan to use the data to secure the reliability of future cryogenic propellant tanks to optimize them for long satellite positioning phases. The test provides data to influence a future cryogenic rocket stage propelled by a re-ignitable engine that would make it possible to place two satellites in different orbits between two successive in flight re-ignitions."
Did You Know: Delaware's membrane connection - The News Journal,"Tue, 24 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmRlbGF3YXJlb25saW5lLmNvbS9zdG9yeS9saWZlL2RpZC15b3Uta25vdy8yMDE1LzAyLzI0L2tub3ctZGVsYXdhcmVzLW1lbWJyYW5lLWNvbm5lY3Rpb24vMjM5NjEzNzEv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Did You Know: Delaware's membrane connection

University of Delaware professor and biomedical researcher Sharon Rozovsky sees membranes as one of life's earliest requirements – a shell that began to surround globs of primordial ooze, allowing primitive cells to get about the business of duplicating themselves, competing and evolving.

From there, things got ever more complex, both for membranes and the people who study and make them or attempt to use their features for health care, science or industry.

Whether biological or synthetic, membranes are big business, an obsession of science and medicine, a Holy Grail for industries always looking for better ways to protect, separate, purify, change. What began as a bubble of pre-historic, layered fatty acids that could let a few things pass in or out is now a complex and only partially understood universe of surfaces where physical, chemical and biochemical processes play out.

Along the way, Delaware became a landmark as discoveries by companies like the DuPont Co. and W.L. Gore Associates contributed to an explosion of useful and specialized synthetic materials.

The groundwork was laid locally with DuPont's development products like Permasep, used to produce breakthrough water desalination systems, and the earlier fluoropolymer Teflon and Gore's later innovations with the same material.

All manner of polymer membrane fabrications followed, changing scientific and industrial methods for filtering, gatekeeping or chemical reacting.

The state also became a magnet for researchers hoping to find, on or around membranes, the keys to cures for a range of diseases and genetic problems, from childhood cancers to the physical changes and health burdens of aging.

""About 30 percent of all proteins in cells are thought to be associated with membranes,"" Rezovsky said, adding that the vast majority of drugs target those proteins. But until recently researchers understood the workings of only a handful of those proteins.

""Right now, the unique protein database is up to 524. For people in the field, we never envisioned we would have such a wealth of information,"" Rezovsky said. ""Every week you open Nature in Science and there's a new structure. All this information will be critical for the questions of medicine.""

Critical questions in the world of industry are being answered locally as well.

Already, Delaware-made synthetic membranes help keep oxygen out of fuel tanks in Boeing 737s and the military's F-22 Raptor, reducing fire risks. And global gas enterprise Air Liquide's Glasgow research center is midway through a major Department of Energy contract to demonstrate capture systems for carbon dioxide emitted by future power plants.

Whether water or greenhouse gas, heated sweat vapors or cold water, many synthetic membranes work in a similar way. Precise, molecule-sized pathways, bundles of hair-sized polymer tubes kick unwanted carbon dioxide out of streams of natural gas, or remove water from oil and pollutants from smokestacks and drinking water.

Non-porous membranes, in contrast, can be made for all manner of purposes, including a recently installed flexible, photovoltaic roof that uses a DuPont material for shade and rain cover, while also generating low-voltage electricity at the Staten Island Children's Museum.

""The applications are increasing,"" said W.L. Gore Associate's Uwe Buscher, current president of the North American Membrane Society. ""We're a technology society and that's our focus, but there's a very large organization that focuses on applications, and there are global organizations.""

Continuing advances have blurred the line between synthetic and biological, in the meantime, with researchers at Penn State University, for example, striving to find ways to use synthetic membrane filters to purify proteins for biotechnology, or to array synthetic membranes in a way that mimic the work of a human kidney.

At the University of Delaware and A.I. duPont Hospital for Children, Sigrid A. Langhans is among the scientists with hands in both the biological and synthetic worlds. Langhans is head of the Cancer Epigenetics Laboratory at the Children's Hospital, as well as assistant professor of pediatrics at Thomas Jefferson University and adjunct associate professor of materials science and engineering at UD.

""Some cancer cells have specific biomarkers, and you can exploit that,"" Langhans said. ""It's like a little flag waving: 'Here I am. I'm a cancer cell.' So you can design nano-materials that specifically recognize that kind of cell and bind to them.""

Wilmington-based Compact Membrane Systems has been pushing the boundaries of synthetic membrane technologies since the mid-1990s, developing systems for separating liquids, gases or liquids and gasses.

""We went in the wrong direction for a while,"" said Stuart Nesmer, whose company employs 24 people at two sites, along with about a dozen engineering interns each summer. ""We've gotten to a fairly nice point. There's a lot of business growth that's coming our way.""

CMS fabricates a specialty DuPont Teflon material so that liquids give up gases or other liquids according to the size of their molecules. One use takes dangerous gases out of the oils used to insulate transformers. Another removes water from oil or lubricants. Work is under way on systems that could allow removal of harmful gases from water recycled in toilets used in the International Space Station or other spacecraft.

""That was the applications my grandchildren liked the best,"" Nesmer said. ""They thought it was cool that we were recycling the urine [in spacecraft] at a research level.""

More troubling concerns abound, particularly as biomedical and synthetic membrane advances continue and, as Rezovsky points out, basic understanding of cells and membranes lead to a merging of biology, chemistry, genetics and pharmaceuticals.

""It's difficult to predict what is going to be the outcome of all that,"" Rezovsky said. ""Where is the biological revolution taking us. Is it going faster than we can even control. It's very scary. There are enormous ethical questions, and a majority of the public is not in a position to grasp them all.""

Contact Jeff Montgomery at (302) 463-3344 or jmontgomery@delawareonline.com."
Energy expert weighs in on Toyota's ambitious fuel cell hydrogen car plans - GeekWire,"Mon, 02 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmdlZWt3aXJlLmNvbS8yMDE1L2VuZXJneS1leHBlcnQtd2VpZ2h0cy10b3lvdGFzLWFtYml0aW91cy1mdWVsLWNlbGwtaHlkcm9nZW4tY2FyLXBsYW5zL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Toyota wants to change how we power our vehicles. Earlier this month at the big Consumer Electronics Show, the car-maker revealed more details for the Toyota Mirai, a hydrogen fuel cell vehicle that is powered by combining oxygen and hydrogen, with the only emission being water — no exhaust or fumes.

At Toyota’s CES press conference, theoretical physicist and best-selling author Dr. Michio Kaku gave the Mirai his stamp of approval, calling it a “perfect car.” That generated plenty of discussion and debate, and one of the questions brought up by readers was about hydrogen: Where would Toyota get it from, and how would it be produced?

GeekWire caught up with Daniel Schwartz, Director of the Clean Energy Institute at the University of Washington, to find out. Schwartz said there’s no question that Toyota’s fuel cell technology is legitimate, but he too wondered about where that hydrogen comes from.

He noted that while the Mirai itself is zero emission, the “whole fuel chain” is certainly not because hydrogen is produced from fossil fuels that emit carbon pollution into the atmosphere.

“That’s how most industrial hydrogen is made today,” Schwartz said.

However, Schwartz said that there is plenty of research going on to figure out how to produce hydrogen with zero emissions and remove carbon from the fuel chain. He noted electrolysis, a process that can split water with electricity to create hydrogen — though where that electricity comes from and how it is produced is a separate energy issue.

Schwartz also described how his colleagues at the UW are working on solar power technologies that use sunlight to create hydrogen and oxygen.

“What could be cleaner?” Schwartz said.

When asked about its hydrogen production, here’s what Toyota told us:

Hydrogen is the most abundant element in the universe, and can be produced using a variety of technologies. While today, the most production method is steam reformation of natural gas, hydrogen is increasingly produced using renewables such as wind, solar, geo-thermal and bio-waste. We see this technology as a long term solution for mobility and expect long term, sustainable fueling solutions to develop as more fuel cell vehicles hit the road.

Schwartz said that Toyota’s advancements are part of a transportation megatrend that is all about electrification, something he calls an “unstoppable force.”

“Electricity is key for improvements in efficiency, but you have to pay attention to where you draw the box around emissions,” he said.

Schwartz also said he’s interesting in seeing how Toyota and other car-makers figure out how to lower manufacturing costs for their fuel cell vehicles.

“These are real technologies and they work,” he said. “The question is if they can compete in the marketplace in terms of price performance.”

The Mirai, which has a range of 300 miles and goes from 0-to-60 MPH in nine seconds, is priced at $57,000 and will be available commercially later this year in California. Toyota is only selling 700 Mirai cars in the U.S. this year, but is increasing production after seeing strong initial demand.

Beyond the hydrogen production, Schwartz said that Toyota must also develop a way to build hydrogen refueling stations across the U.S. With the help of state grants, Toyota said that it will have 20 stations in California by the end of 2015, and 48 by the end of 2016. There is also work being done on the East Coast, as Toyota is working with Air Liquide to help finance the construction of 12 stations in northeastern states. Toyota said it only takes five minutes to refuel the Mirai.

The fueling station problem is part of a larger hydrogen energy infrastructure issue, Schwartz said.

“You can’t necessarily put hydrogen in the same pipeline you’re using to send gasoline from refineries,” he noted. “If we make hydrogen in a centralized way, do we have to build a bunch of new infrastructure? How do we distribute the hydrogen? This is a challenge, but it’s not insurmountable.”"
"Telefonica invests in Sigfox, the French network operator for the IoT - Novobrief","Wed, 11 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vbm92b2JyaWVmLmNvbS9zaWdmb3gtdGVsZWZvbmljYS8yMDQzL9IBMWh0dHBzOi8vbm92b2JyaWVmLmNvbS9zaWdmb3gtdGVsZWZvbmljYS8yMDQzL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"Sigfox, the French company who has created a network for connected devices, has closed a massive $115 million round of funding from a group of multinationals like GDF Suez or Air Liquide and telcos such as NTT Docomo, SK Telecom of South Korea and Spanish giant Telefonica.

Co-founded in 2009 by Christophe Fourtet and Ludovic Le Moan, the company focuses on building global networks to connect all kinds of devices within the Internet of Things (IoT) family. The company had previously raised more than $30 million from the likes of IDInvest Partners and Partech Ventures, two French VC firms that are the main investors in Barcelona-based Kantox.

Sigfox claims that it currently has several millions of objects connected through its network, which is based on low-energy and data transmitters that are embedded inside the firmware of IoT devices. Following this approach, the company (and the devices that take advantage of it) is able to bypass traditional phone networks, thus reducing costs and increasing security.

In various statements, Sigfox uses its partnership with Spanish company Securitas Direct (SD) as an example of how it works. More than 5 million homes in the country with SD’s anti-intrusion alarms are now part of Sigfox’s network, allowing data transmission from device to device.

The company already operates in France, Spain, the Netherlands and in various cities in the UK. With this new capital injection it plans to expand to the US, Latin America, Japan and South Korea. Areas in which partners like NTT Docomo or Telefonica could help in its development.

On Telefonica’s part, it’s not quite clear if the investment was made through its venture arm (Telefonica Ventures) or by the company itself. Sigfox’s investment makes a lot of sense for the telco, given its increasing efforts in the IoT space with initiatives such as m2m."
Arkema finalises acquisition of adhesive maker Bostik - Business Standard,"Tue, 03 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vY29udGVudC9iMmItY2hlbWljYWxzL2Fya2VtYS1maW5hbGlzZXMtYWNxdWlzaXRpb24tb2YtYWRoZXNpdmUtbWFrZXItYm9zdGlrLTExNTAyMDMwMTU4OV8xLmh0bWzSAYUBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9jb250ZW50L2IyYi1jaGVtaWNhbHMvYXJrZW1hLWZpbmFsaXNlcy1hY3F1aXNpdGlvbi1vZi1hZGhlc2l2ZS1tYWtlci1ib3N0aWstMTE1MDIwMzAxNTg5XzEuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en,"French specialty chemicals company Arkema has finalised the acquisition of Bostik, the world’s third largest adhesives company, on February 2, 2015. With this acquisition, the Group aims to become a world leader in specialty chemicals and advanced materials. Bostik’s growth prospects and the complementarities identified between the two groups will sustain the success of this high value creating project.Bostik, which will constitute a new business unit of this segment, holds leadership positions in most of its markets, has internationally recognised brands and technologies, and achieves around Euro 1.5 billion sales with 4,900 employees in over 40 countries.“It is with great pleasure that we welcome the Bostik teams. I firmly believe in the quality and the development potential of this company which represents a promising growth platform for the future,” stated Thierry Le Henaff, chairman and chief executive officer, Arkema.In a steadily growing adhesives market, Bostik’s development drive and the synergies identified between the two groups will enable Arkema to continue strengthening its profile as well as its resilience to changes of the economic environment.The financing of this operation was successfully finalised early 2015 with a Euro 700 million bond issue with a 1.5% coupon, and complements the hybrid bond issue conducted in October 2014 and the share capital increase completed in December 2014.With the acquisition of Bostik, the new entity achieves sales of around Euro 7.6 billion (in 2013) and employs some 19,000 people around the world."
Cameroon: Semry to diversify its production to face famine expected in Extreme-North - Business in Cameroon,"Wed, 11 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5idXNpbmVzc2luY2FtZXJvb24uY29tL2FncmljdWx0dXJlLzExMDItNTI2MS1jYW1lcm9vbi1zZW1yeS10by1kaXZlcnNpZnktaXRzLXByb2R1Y3Rpb24tdG8tZmFjZS1mYW1pbmUtZXhwZWN0ZWQtaW4tZXh0cmVtZS1ub3J0aNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"(Business in Cameroon) - In order to face the famine looming in the distance in Extreme-North, Cameroon, where murderous incursions being carried out by the murderous Islamist, terrorist Nigerian sect, Boko Haram, made frightened local people abandon the fields, Société d’expansion et de modernisation de la riziculture de Yagoua (Semry) has decided to diversify its production in 2015.

According to the decision taken by the rice company during its January 30, 2015 board meeting, in addition to rice, Semry will be cultivating millet and sorghum. The company also increased its budget to 12.5 billion FCFA. “This amount will certainly enable Semry to restructure things not only in terms of increasing production, but also by diversifying it to fill the gap in food supply,” stated Board Chairman, Midjiyawa Bakari."
French shipowner CMA CGM inaugurates container terminal at Douala port - Business in Cameroon,"Tue, 24 Feb 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5jYW1lcm9vbi5jb20vdHJhbnNwb3J0LzI0MDItNTI4OS1mcmVuY2gtc2hpcG93bmVyLWNtYS1jZ20taW5hdWd1cmF0ZXMtY29udGFpbmVyLXRlcm1pbmFsLWF0LWRvdWFsYS1wb3J00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"(Business in Cameroon) - On February 19, 2015, French maritime transporter CMA CGM inaugurated its container terminal located at Douala port, the country’s largest port while awaiting the opening of the Kribi deep water port in the South region.

Christened 3CTC (CMA CGM Cameroon Container Terminal), the terminal covers a surface area of 2 hectares. The new logistical platform will enable CMA CGM customers to stock containers, empty or full, in a secure 1200 m2 area.

3CTC was given to CMA CGM as a part of a 25-year deal."
