Month,Asset Name,Opening Price,Closing Price,Highest Price,Lowest Price,Date Highest Price,Date Lowest Price,Monthly Percent Change
2017-08,Hansa Medical AB,17.437000274658203,17.26799964904785,17.437000274658203,16.40999984741211,2017-08-28 00:00:00+02:00,2017-08-30 00:00:00+02:00,
2017-09,Hansa Medical AB,17.92099952697754,21.559999465942383,22.1200008392334,17.339000701904297,2017-09-27 00:00:00+02:00,2017-09-05 00:00:00+02:00,24.855222979641354
2017-10,Hansa Medical AB,21.648000717163086,22.55500030517578,22.55500030517578,18.974000930786133,2017-10-30 00:00:00+01:00,2017-10-24 00:00:00+02:00,4.615031836179617
2017-11,Hansa Medical AB,23.743000030517578,21.238000869750977,24.319000244140625,19.042999267578125,2017-11-01 00:00:00+01:00,2017-11-15 00:00:00+01:00,-5.8390574932627555
2017-12,Hansa Medical AB,21.363000869750977,24.584999084472656,25.41699981689453,21.363000869750977,2017-12-22 00:00:00+01:00,2017-12-01 00:00:00+01:00,15.759478659259152
2018-01,Hansa Medical AB,24.452999114990234,26.68000030517578,28.299999237060547,24.452999114990234,2018-01-08 00:00:00+01:00,2018-01-02 00:00:00+01:00,8.521461455031254
2018-02,Hansa Medical AB,26.559999465942383,22.940000534057617,26.6200008392334,21.959999084472656,2018-02-16 00:00:00+01:00,2018-02-28 00:00:00+01:00,-14.017989986276813
2018-03,Hansa Medical AB,21.600000381469727,21.920000076293945,23.239999771118164,20.940000534057617,2018-03-12 00:00:00+01:00,2018-03-05 00:00:00+01:00,-4.446383757704542
2018-04,Hansa Medical AB,21.860000610351562,24.040000915527344,24.540000915527344,21.299999237060547,2018-04-27 00:00:00+02:00,2018-04-06 00:00:00+02:00,9.671536641672462
2018-05,Hansa Medical AB,24.260000228881836,21.579999923706055,24.780000686645508,20.540000915527344,2018-05-11 00:00:00+02:00,2018-05-30 00:00:00+02:00,-10.23294882752015
2018-06,Hansa Medical AB,21.420000076293945,18.850000381469727,21.760000228881836,18.790000915527344,2018-06-01 00:00:00+02:00,2018-06-27 00:00:00+02:00,-12.65060033312313
