Titre,Date de publication,URL,Contenu
"CNES Taps Thales Alenia, Airbus for Earth Science Satellites - SpaceNews","Fri, 05 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vc3BhY2VuZXdzLmNvbS80Mjg2NWNuZXMtdGFwcy10aGFsZXMtYWxlbmlhLWFpcmJ1cy1mb3ItZWFydGgtc2NpZW5jZS1zYXRlbGxpdGVzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"PARIS — Thales Alenia Space will build the SWOT ocean-altimetry satellite as part of a U.S.-French collaboration and Airbus Defence and Space will build the Merlin methane-detecting satellite as part of a joint Franco-German program under contracts expected to be signed in the coming weeks, the French space agency, CNES, said Dec. 5.

The 2,000-kilogram SWOT, or Surface Water Ocean Topography, satellite is a continuation of a long-standing partnership between NASA and CNES in ocean altimetry that began in the early 1990s. SWOT is tentatively scheduled for launch in 2020.

Merlin, or Methane Remote Sensing Lidar Mission, is being financed jointly by the French and German governments — CNES for France, the German Aerospace Center, DLR, for Germany — to fill one of the gaps in current satellite detection of gases contributing to the Earth’s warming. Originally scheduled for development in time for a 2014 launch, a new launch date has not been announced."
Thales onboard the Airbus A350-900 - Thales,"Mon, 22 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnRoYWxlc2dyb3VwLmNvbS9lbi93b3JsZHdpZGUvYWVyb3NwYWNlL25ld3MvdGhhbGVzLW9uYm9hcmQtYWlyYnVzLWEzNTAtOTAw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Thales onboard the Airbus A350-900 Share this article



LinkedIn

Thales, who counts Airbus as one of its top customers, is very proud to contribute to the entry into service of the newest and most advanced aircraft, the A350-900.

Thales is involved in the A350 XWB program since 2008 for the development and supply of large avionics shipset and electrical power conversion and since 2010, for in-flight entertainment and connectivity. Thales is the most present Original Equipment Manufacturer present on the platform. All Thales avionics equipment now has A350-900 EASA Type Certificate Approval. To date over 2,000 pieces of equipment have been delivered.

Several technological leaps have been developed by Thales specifically for this platform.

To know more about what Frank Chapman, Airbus flight test chief pilot thinks about the A350-900 cockpit, see the video below.

Q&A with Xavier Labbé, head of the A350 XWB program at Thales

What are the main avionics innovations on board the A350-900?

I would go for three ones. The first is the Air Data Inertial Reference Unit (ADIRU): this is the first civil inertial unit that has been developed, certified and produced by Thales. The unit features state-of-the-art technologies and performs as expected with a remarkable level of accuracy and stability, thus contributing to the global performance of the aircraft’s air data chain.

The second would be the six large 15-inch displays. Once again this is the first time that such large screens have been installed in an Airbus cockpit. Other than the displays that are solely devoted to avionics information (navigation screen, primary flight displays, system information), these screens also provide information from the open world. Interactions with pilots and automatic reconfiguration enable perfect homogeneity between the different display systems onboard the whole Airbus range of aircraft. Qualifications for pilots are thus facilitated with the different models between the A320 and A350-900.

Another would be the Integrated Modular Avionics, or IMA. IMA has been first implemented on the A380 and the A400M, and embarks twice as many applications than previous generations, thus allowing reduced weight, enhanced performance and lower ownership costs for airlines. For the first time on the A350 XWB, remote data concentrator located near the sensors and the actuators, produced in partnership with Diehl Aerospace, enables the optimized processing of specific interfaces. Previously, each function was hosted by separate computers.

How did the program go with our customer, Airbus?

For the A350-900 program, Airbus implemented its “new system policy”, thus giving more responsibilities to its tier-1 suppliers.

Therefore we played a key role in advising for system pre-integration, on the inertial unit for instance. We were committed to achieving maturity for the first flight. After 15 months of flight tests, checking our equipment provided a means of confirming the high level of maturity which was attained more than one year before the certification of the aircraft. Early validations combined with a perfect collaboration with our customer in total transparency allowed us to achieve such results.

What are the next steps of the program for Thales?

The most important is to succeed in quickly ramping up production thanks to an industrial maturity aimed at ensuring quality and the on-time deliveries. We are also organized in order to provide Airbus’s first airline customer a flawless support for its operations, as early as the end of the year.

At the same time, we are continuing to work on complementary developments for the A350-1000, which will mainly be devoted to new add-on functionalities.

Thales equipment onboard the A350-900

Cockpit systems – Control and display systems – Head Up Display

– Control and display systems – Head Up Display Navigation – Air Data Inertial Reference Unit, Flight Control Unit, Integrated Stand By instruments, Airport Navigation Function

Air Data Inertial Reference Unit, Flight Control Unit, Integrated Stand By instruments, Airport Navigation Function Avionics – Core Processing input/output module, common remote data concentrator, aircraft full duplex end system

Core Processing input/output module, common remote data concentrator, aircraft full duplex end system Utilities – Doors and slides management systems, slats and flaps control computer

Doors and slides management systems, slats and flaps control computer Electrical systems – Electrical power conversion system

Electrical power conversion system Cabin Systems – Cabin Lighting, mood lighting, inflight entertainment depending on customer selection and connectivity system

Some other key innovations"
Thales Launches New X-Ray Detectors at RSNA 2014 - Imaging Technology News,"Wed, 17 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lml0bm9ubGluZS5jb20vY29udGVudC90aGFsZXMtbGF1bmNoZXMtbmV3LXgtcmF5LWRldGVjdG9ycy1yc25hLTIwMTTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"December 18, 2014 — Thales Group launched new products at RSNA 2014, including: Pixium Portable 3543 EZ, ArtPix Mobile EZ2GO, Pixium 2121S-A, Pixium 2121S-A and TH 8770.

· Pixium Portable 3543 EZ is now available with a Gadox scintillator. A new detector Pixium Portable 3543 EZh-C with integrated handle mechanics will also complete the range.

· The ArtPix Mobile EZ2GO, a multi-touch tablet is now able to support both size Wi-Fi detectors: the Pixium Portable 3543 EZ (Gadox & CsI) and the Pixium Portable 2430 EZ. In addition, an innovative live Bluetooth connection to a dose measurement device (DAP) will allow the full wireless solution to control both patient exposure and dose management.

· Pixium 2121S-A, the new flat panel for Surgical C-Arms. Its new generation CsI and innovative pixel design brings unrivalled image quality at low dose.

· TH 8770, the new generation GigE Vision CCD camera based on Thales experience in conventional X-ray imaging is designed for a perfect match with X-ray image intensifiers. The TH 8770 is compatible with 6 inch, 9 inch and 12 inch Thales XRII sizes. This cost-effective camera could be integrated in either R/F tables or mobiles C-Arms and is optimized for digital fluoroscopy and radiography.

For more information: www.thalesgroup.com"
Thales launches a new range of products at RSNA - healthcare-in-europe.com,"Wed, 03 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vaGVhbHRoY2FyZS1pbi1ldXJvcGUuY29tL2VuL25ld3MvdGhhbGVzLWxhdW5jaGVzLWEtbmV3LXJhbmdlLW9mLXByb2R1Y3RzLWF0LXJzbmEuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Thales will launch new products and present the expansion of their portable detectors range, retrofit solutions, surgical detectors and software as well as a “cost effective” innovation. The Pixium Portable 3543 EZ is now available with a Gadox scintillator. A new detector Pixium Portable 3543 EZh-C with integrated handle mechanics will also complete the range.

The ArtPix Mobile EZ2GO, a multi-touch tablet is now able to support both size Wi-Fi detectors: the Pixium Portable 3543 EZ (Gadox & CsI) and the Pixium Portable 2430 EZ. In addition, an innovative live Bluetooth connection to a dose measurement device (DAP) will allow the full wireless solution to control both patient exposure and dose management.

Pixium 2121S-A, the new flat panel for Surgical C-Arms; a true alternative to conventional image chains. Its new generation CsI and innovative pixel design brings unrivalled image quality at low dose. Compact design and new software features provide critical advantages for simplified integration.

The TH 8770, the new generation GigE Vision CCD camera based on Thales experience in conventional X-ray imaging is designed for a perfect match with X-ray image intensifers. The TH 8770 is compatible with 6"", 9"" et 12"" Thales XRII sizes. This cost-effective camera could be integrated in either R/F tables or mobiles C-Arms and is optimised for digital fluoroscopy and radiography.

For more informfation see www.thalesgroup.com"
Exclusive: United to stream DirecTV to some passengers' devices - Runway Girl Network,"Thu, 04 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vcnVud2F5Z2lybG5ldHdvcmsuY29tLzIwMTQvMTIvZXhjbHVzaXZlLXVuaXRlZC10by1zdHJlYW0tZGlyZWN0di10by1zb21lLXBhc3NlbmdlcnMtZGV2aWNlcy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"As United Airlines puts planes into service without in-seat screens questions are being asked about the future of the inflight entertainment systems on those aircraft. For Thales’ LiveTV unit the answer to those questions represents a significant part of the company’s future plans.

LiveTV provides the in-seat DirecTV system and ViaSat ‘Exede’-powered Ka-band inflight connectivity system on United’s 737 fleet. Because the very latest aircraft have been fitted with the connectivity solution, the radome atop these aircraft is same one that is used for the combo in-seat TV/connectivity system with two antennae. That’s just one hint of what the future holds.

The latest iteration of the LiveTV platform, expected in service in mid-2015, will still not include in-seat screens on United’s newest airplanes but that doesn’t mean it will lack live television options. By tying the DirecTV and on-board Wi-Fi systems together LiveTV and United will be able to offer customers the ability to stream the same 100+ channels of live television to their own personal electronic devices, similar to how they can stream stored content from an on-board server today.

Glenn Latta, president of Thales’ LiveTV unit, explains the system thusly: “The streaming TV system allows us to show lots of content from [the DirecTV] system on a PED. It allows us to offer all of the choices and then down-select to those that are picked on the aircraft to stream. You’ll get 100+ channels of choice; the first people to select what they want to watch will pull the stream in [to action]. I’m going to let the passengers decide what they want to watch out of the 100 channels. The first 20-30 passengers will use up the bandwidth of the Wi-Fi for that.”

LiveTV has plenty of data about watching habits from all its customers and over they years the company has realized that an aircraft will almost never see more than 25 unique channels in use, even on a plane with 150 passengers and 99% usage of the system. So LiveTV expects to be able to meet passenger needs for TV streaming, and still be able to deliver high-speed Internet connectivity to passengers who prefer that service [operating over the separate Ka antenna].

Meanwhile, some media outlets have predicted that wireless entertainment will ultimately replace seat-back systems, and have cited United’s decision not to fit its new 737s with embedded IFE as an example. But with as many as 50 airline requests for proposals (RFPs) for embedded IFE circulating in the industry, it’s difficult to see how embedded IFE will quickly become a thing of the past. In short, United’s IFE decision for its new narrowbodies doesn’t necessarily represent a bellwether for how the industry will evolve, at least not how the wideobody sector will trend. Indeed virtually all long-haul aircraft are ordered with embedded IFE. Even so, airlines and airframers remain open to possible change as wireless technology – and with it the ability to stream more and better quality content – improves.

Asked during the recent Future Travel Experience (FTE) Global 2014 conference if embedded IFE will be around in another ten years, Airbus head of cabin design office Ingo Gäthje said, “The answer is no I can’t answer. Because we see that a lot of airlines have different requirements and different approaches for IFE for now and even more for the future. And if you look ten years back and you look ten years ahead, we don’t know what will come up so for an OEM, it’s quite important to be flexible with and open for all these future trends. And therefore standardization of the interfaces and easy adaptation of new products is key.”

Thales VP product management Lori Salazar added, “I don’t see seat-back IFE for the widebody market going to be displaced for at least 20 to 30 years. I do see more opportunities on single-aisle for wireless IFE”

Seat-back screens will, however, continue to get thinner and lighter, assured Rich Salter, chief technology officer at IFE firm Lumexis. “I think in the long term you’ll see more flat screens on sidewalls, almost any blank surface is a candidate for a screen.”

Will flexible displays be introduced? “We’d like to think so,” said Panasonic Avionics executive director of corporate sales & product management. “I don’t think the technology is mature enough to get the kind of high-resolution that you want. We showed [flexible screens] at APEX Expo… it’s the first curved smart monitor we’ve ever done, which takes up more space than a flat screen, so in economy it would be hard.”

There is a possible wild card in the long-haul market, however. Lufthansa’s supervisory board yesterday approved the carrier’s plan to launch long-haul, low-cost service under its LCC Eurowings brand in partnership with SunExpress. We’ve asked Lufthansa if it will offer embedded IFE on the long-haul, low-cost A330 service or if it will opt for a purely wireless cabin. Despite repeated requests, the carrier has not provided comment. If Lufthansa chooses not to offer embedded IFE – AND if this service proves successful – then the dominoes may start to fall as other low-cost, long-haul carriers follow suit. But of course, if this type of service proves hugely popular, and ultimately surpasses the popularity of Lufthansa and other legacy carriers’ core products – which currently feature embedded IFE – then a far greater shift will transpire in the industry (and the change in IFE from embedded to wireless will be a mere footnote). Time will tell.

However, the big focus in the short-haul market is without a doubt, BYOD [bring your own device] and for airlines to provide inflight connectivity, wireless IFE and in the case of United – and indeed Southwest Airlines – streaming TV to these devices. In-seat power is also a must. “You have to have USB power; the airlines believe in that firmly…you don’t want to run the tablet down on a flight so lots of demand for that on short-haul,” noted Acro Aircraft Seating managing director Chris Brady at FTE Global.

He added, “There is no way of foreseeing the future and we’re stuck with development life cycles to a certain extent, so I suspect the answer is to work in the development life cycle and make it quicker to certify something. That’s got to be an industry response to a changing commercial environment – get better at certifying stuff.” To that end, airframers and suppliers are collaborating to shorten the lead time for integrated embedded IFE/seats.

Additional reporting by Mary Kirby"
Thales test man-portable LMM | Shephard - Shephard News,"Tue, 23 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnNoZXBoYXJkbWVkaWEuY29tL25ld3MvbGFuZHdhcmZhcmVpbnRsL3RoYWxlcy10ZXN0LW1hbi1wb3J0YWJsZS1sbW0v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Thales UK Advanced Weapons Systems (ADW) is developing its Lightweight Multi-Role Missile (LMM) for the land environment.

In early December Thales conducted preliminary verification firings of an LMM with a view to develop a man-portable product.

A Thales spokesperson told Shephard that a tripod-launched LMM variant achieved a range of ‘beyond 6km’ during firings at an undisclosed MoD test range and added that they expect to have a man-portable LMM prototype demonstrator in place by the end of 2015.

Thales is reluctant to disclose additional details about the final configuration of the man-portable, precision strike variant, due to commercial sensitivities."
JAL first airline in Asia to adopt AVANT IFE technology - Future Travel Experience,"Mon, 01 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmZ1dHVyZXRyYXZlbGV4cGVyaWVuY2UuY29tLzIwMTQvMTIvamFsLWZpcnN0LWFpcmxpbmUtaW4tYXNpYS10by1hZG9wdC1hdmFudC1pZmUtdGVjaG5vbG9neS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"Share on LinkedIn LinkedIn Share on Twitter Twitter Share on Facebook Facebook Share on Reddit Reddit Share on Flipboard Flipboard Share on Tumblr Tumblr Share via Email Gmail Share on WhatsApp WhatsApp

Japan Airlines’ new B787-8 aircraft, which entered into service on 1 December, has been equipped with the Thales AVANT in-flight entertainment system, making it the first carrier in Asia to have implemented the advanced in-flight entertainment technology.

The JAL Sky Suite passenger experience on the B787 includes a wide selection of on-demand entertainment, 3D maps, JAL Shop, and Sky Manga, a first-of-its-kind service that allows passengers to enjoy digital manga on the AVANT system. Available in all classes on international routes, passengers will have access to 90 Japanese and 30 English titles.

In business class, passengers will enjoy their personal entertainment on 23-inch high definition displays, and via the award-winning Touch Passenger Media Unit. This unique unit, which resembles a smartphone, can be used as a control device or second screen, bringing more interactivity and new Android applications to passengers than ever before.

Passengers in premium economy and economy seats will access their entertainment through large 12 and 10-inch displays, offering a generous viewing experience. Every seat features AC power and USB port accommodations for passengers’ mobile devices.

Japan Airlines has 15 line-fit B787 aircraft on order, all featuring the AVANT system, and in addition to the B787, Thales systems are flying on Japan Airlines’ B767 and B777 aircraft, on both domestic and international routes.

“Our relationship with Japan Airlines spans many years and we have developed mutual respect and trust for one another,” said Dominique Giannoni, Thales Vice President & CEO of In-flight Entertainment and Connectivity Activities. “The launch of this new aircraft is a great milestone for all of us and we are confident that the quality, reliability and advanced technology of our systems will help Japan Airlines ensure their passengers continue to be satisfied by this airline’s exceptional level of service.”

AVANT is a popular system on newest generation aircraft and has been selected by 15 worldwide airlines. Today, more than 120 aircraft are flying with AVANT with at least one aircraft delivery nearly every week. Total orders are approaching 500 aircraft."
South Korea To Export K-9 Howitzers to Poland - Defense News,"Tue, 16 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmRlZmVuc2VuZXdzLmNvbS9nbG9iYWwvZXVyb3BlLzIwMTQvMTIvMTYvc291dGgta29yZWEtdG8tZXhwb3J0LWstOS1ob3dpdHplcnMtdG8tcG9sYW5kL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"South Korea will export 120 self-propelled howitzers developed by Samsung Techwin to Poland, officials from the Defense Acquisition Program Administration (DAPA) and Techwin said on Tuesday.

Samsung Techwin will sign a contract on Wednesday here with Poland's state-funded defense manufacturer HSW. The contract is valued at roughly US $320 million, according to the officials.

It is the second export of the K-9 Thunder self-propelled 155mm howitzer after a deal with Turkey in 2001. Under the $1 billion license agreement, the first eight K-9s were produced in South Korea, while the remaining batch of more than 300 units was built in Turkey. The Turkish variant is called the T-155 Firtina.

Samsung Techwin will sign the same type of license agreement with Poland, according to a DAPA spokesman.

""Samsung Techwin will produce the first 24 units here before 2018, and after that, HSW is to build the remaining 96 units,"" the spokesman said.

The K-9 was developed in 1998 as a replacement for the K55 self-propelled howitzer, a variant of the M109.

Fitted with an automatic fire-control system, the artillery has a maximum rate of fire of 6 rounds per minute and is capable of multiple-round simultaneous-impact firing. It has a firing range of 40 kilometers.

The vehicle is powered by a German MTU MT 881 Ka-500 diesel engine, developing 1,000 horsepower.

The latest K-9 deal comes after a merger and acquisition agreement over Samsung Techwin.

Last month, Samsung Group agreed to sell a 32.4 percent stake in Samsung Techwin for $765 million to Hanwha Corp., a defense business arm of Hanwha Group. Hanwha also gained managing rights over Samsung Thales, an electronics weapon maker jointly funded by the French Thales Group as Techwin owns a 50 percent stake in Samsung Thales. ■

Email: jsungki@defensenews.com.

Jeff Jeong was the South Korea correspondent for Defense News."
Employees support women in science and engineering awards - Thales,"Mon, 01 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnRoYWxlc2dyb3VwLmNvbS9lbi91bml0ZWQta2luZ2RvbS9uZXdzL2VtcGxveWVlcy1zdXBwb3J0LXdvbWVuLXNjaWVuY2UtYW5kLWVuZ2luZWVyaW5nLWF3YXJkc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"Employees support women in science and engineering awards Share this article



LinkedIn

Thales employees have been supporting the annual WISE awards in London, an annual event that recognises individuals who have made a significant contribution to the issue of women working in the fields of science and engineering.

The black tie dinner and awards ceremony was held earlier this month in London. The Princess Royal was invited to present the Awards as patron of the WISE campaign.

The awards categories reflect the two strategic areas of the organisation’s campaign. The first is for individual women and girls who are ideal role models to inspire the next generation of girls. The second recognises teachers, careers advisers and women in leadership for growing the talent pipeline.

This year, the awards were preceded by a WISE daytime event at the city’s Southbank Centre. This included a programme of challenging panel discussions, lively debate and key industry speakers.

Thales employees involved across the day were Marion Broughton, Dr Paul Gosling, Eve Maywood, Lydia Prentice, Dawn Ohlson, Dawn Gilbert, Carol Marsh, Laura Shrieves, Anna Sandham and Gemma Adam.

Dawn Bonfield, President of the Women in Engineering Society, also joined the Thales table at the evening awards.

Marion Broughton, Vice President, Land and Air Systems, was one of a number of our employees who spoke to Princess Anne.

It was great to meet Princess Anne who was well informed on all the businesses that people represented on the evening; we discussed the origins of Thales in Racal and Pilkington and the value we place on our graduate programme as an excellent source of female talent.” Marion Broughton

Sasha Roberts, a Thales maritime engineer, was also at both events in her new official capacity as a member of the inaugural 10-strong Young Women’s Board for WISE.

The board members, who are all WISE members, were selected through certain criteria: the women must be born after the WISE campaign was established, hold technical qualifications and work in a technical position.

WISE provides its members with a variety of STEM related resources and workshops and membership is free for any student; membership fees for companies and individuals are available from the organisation. For more information on WISE, visit www.wisecampaign.org.uk."
Thales successfully delivers Collins submarine simulator upgrade - APDR - Asia Pacific Defence Reporter,"Wed, 10 Dec 2014 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vYXNpYXBhY2lmaWNkZWZlbmNlcmVwb3J0ZXIuY29tL3RoYWxlcy1zdWNjZXNzZnVsbHktZGVsaXZlcnMtY29sbGlucy1zdWJtYXJpbmUtc2ltdWxhdG9yLXVwZ3JhZGUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Thales successfully delivers Collins submarine simulator upgrade

Thales Australia has successfully delivered a significant upgrade to the Collins submarine Platform Training Simulator (PTS), which now has the highest levels of reliability and availability since entering service in 1993.

Thales completed the complex upgrade of the dual simulator on time and with an accelerated installation schedule in order to minimise simulator downtime.

The company worked closely with the customer to deliver the upgrade, which included improvements to the computing and Input / Output system, instructor facilities, Integrated Ship Control Management and Monitoring System (ISCMMS), and audio systems.

The work on the PTS, which is located at HMAS Stirling in Western Australia, follows similar upgrades carried out by Thales globally for the UK’s Vanguard class and Norway’s Ula class submarine simulators.

Chris Lloyd, Thales Australia’s Vice President Maritime & Aerospace, said: “This cost-effective, low-risk upgrade will ensure that Australian submarine crews continue to receive the highest standards of training.”

The upgrade included the addition of the latest generation Thales C2000-X simulation technology, and newly developed interfaces with ship components. A recording system was also developed to provide instant replay capability at the trainee consoles, with minimal input from instructors.

With greatly enhanced software development capabilities now installed, further upgrades are in progress to enhance training realism and track future changes to the Collins submarines.

In the final stage of the upgrade, Thales is working with the Defence Science and Technology Organisation to develop and incorporate the most realistic submarine controls and performance models available in the world.

Lieutenant Commander Ian Dawson, Manager of Engineering Training at HMAS Stirling, said: “The simulator plays a vital role in training our submarine crews. The upgrade should substantially improve reliability and allow us to optimise the training throughput of our future submariners”.

Thales is a major provider of training and simulation solutions for naval forces on platforms such as maritime helicopters and patrol aircraft, submarines and surface vessels.

Beyond the simulator, Thales is a major supplier to the Collins program. The company provides and supports the sonar suite, towed array, communications mast and other key sensors."
